Messstelle 3241 9874, Grundwasserstand in m über NHN92
 
15.03.1966;     27,38
01.04.1966;     27,22
15.04.1966;     27,22
01.05.1966;     27,10
15.05.1966;     27,04
01.06.1966;     26,93
15.06.1966;     26,95
01.07.1966;     27,31
15.07.1966;     26,95
01.08.1966;     27,09
15.08.1966;     26,95
01.09.1966;     27,17
15.09.1966;     26,97
01.10.1966;     26,96
15.10.1966;     26,97
01.11.1966;     27,18
15.11.1966;     27,06
01.12.1966;     26,93
15.12.1966;     26,99
01.01.1967;     27,29
15.01.1967;     27,32
01.02.1967;     27,32
15.02.1967;     27,22
01.03.1967;     27,55
15.03.1967;     27,18
01.04.1967;     27,20
15.04.1967;     27,09
01.05.1967;     26,96
15.05.1967;     27,00
01.06.1967;     27,24
15.06.1967;     27,15
01.07.1967;     26,91
15.07.1967;     27,18
01.08.1967;     27,13
15.08.1967;     27,10
01.09.1967;     27,08
15.09.1967;     27,12
01.10.1967;     26,90
15.10.1967;     26,93
01.11.1967;     26,96
15.11.1967;     26,86
01.12.1967;     26,95
15.12.1967;     26,91
01.01.1968;     27,17
15.01.1968;     27,21
01.02.1968;     27,25
15.02.1968;     27,00
01.03.1968;     26,92
15.03.1968;     26,84
01.04.1968;     26,85
15.04.1968;     26,87
01.05.1968;     27,18
15.05.1968;     27,42
01.06.1968;     27,08
15.06.1968;     27,06
01.07.1968;     27,02
15.07.1968;     27,07
01.08.1968;     27,10
15.08.1968;     27,09
01.09.1968;     27,06
15.09.1968;     27,26
01.10.1968;     27,12
15.10.1968;     26,94
01.11.1968;     26,91
15.11.1968;     27,15
01.12.1968;     27,08
15.12.1968;     27,01
01.01.1969;     26,81
15.01.1969;     27,03
01.02.1969;     27,12
15.02.1969;     27,13
01.03.1969;     27,12
15.03.1969;     27,22
01.04.1969;     27,32
15.04.1969;     27,05
01.05.1969;     27,11
15.05.1969;     26,98
01.06.1969;     26,92
15.06.1969;     26,86
01.07.1969;     26,96
15.07.1969;     26,81
01.08.1969;     26,90
15.08.1969;     27,02
01.09.1969;     27,16
15.09.1969;     27,09
01.10.1969;     27,12
15.10.1969;     27,04
01.11.1969;     26,76
15.11.1969;     26,99
01.12.1969;     26,79
15.12.1969;     26,68
01.01.1970;     26,71
15.01.1970;     26,78
01.02.1970;     26,79
15.02.1970;     26,93
01.03.1970;     26,97
15.03.1970;     26,90
01.04.1970;     27,48
15.04.1970;     27,74
01.05.1970;     27,39
15.05.1970;     27,34
01.06.1970;     27,24
15.06.1970;     27,17
01.07.1970;     27,20
15.07.1970;     27,10
01.08.1970;     27,13
15.08.1970;     27,13
01.09.1970;     27,11
15.09.1970;     27,15
01.10.1970;     27,18
01.11.1975;     26,74
15.11.1975;     26,65
01.12.1975;     26,72
15.12.1975;     26,48
01.01.1976;     26,49
15.01.1976;     26,89
01.02.1976;     27,23
15.02.1976;     26,92
01.03.1976;     26,77
15.03.1976;     26,77
01.04.1976;     26,76
15.04.1976;     26,76
01.05.1976;     26,75
15.05.1976;     27,11
01.06.1976;     27,09
15.06.1976;     27,04
01.07.1976;     26,98
15.07.1976;     26,95
01.08.1976;     27,07
15.08.1976;     27,07
01.09.1976;     27,05
15.09.1976;     27,07
01.10.1976;     27,14
15.10.1976;     26,96
01.11.1976;     26,92
15.11.1976;     26,92
01.12.1976;     26,98
15.12.1976;     26,99
01.01.1977;     26,55
15.01.1977;     26,54
01.02.1977;     26,70
15.02.1977;     26,69
01.03.1977;     26,66
15.03.1977;     27,09
01.04.1977;     27,11
15.04.1977;     27,13
01.05.1977;     27,12
15.05.1977;     27,11
01.06.1977;     27,12
15.06.1977;     27,11
01.07.1977;     27,05
15.07.1977;     27,10
01.08.1977;     27,07
15.08.1977;     27,14
01.09.1977;     27,05
15.09.1977;     26,82
01.10.1977;     26,62
15.10.1977;     26,64
01.11.1977;     26,52
15.11.1977;     26,57
01.12.1977;     26,67
15.12.1977;     26,72
01.01.1978;     26,74
15.01.1978;     26,70
01.02.1978;     26,76
15.02.1978;     26,82
01.03.1978;     26,67
15.03.1978;     26,67
01.04.1978;     26,73
15.04.1978;     26,90
01.05.1978;     26,97
15.05.1978;     27,13
01.06.1978;     27,14
15.06.1978;     27,25
01.07.1978;     27,18
15.07.1978;     27,19
01.08.1978;     26,98
15.08.1978;     27,16
01.09.1978;     27,35
15.09.1978;     27,42
01.10.1978;     27,18
15.10.1978;     27,00
01.11.1978;     26,72
15.11.1978;     26,65
01.12.1978;     26,58
15.12.1978;     26,67
01.01.1979;     26,67
15.01.1979;     26,95
01.02.1979;     27,03
15.02.1979;     27,19
01.03.1979;     27,19
15.03.1979;     27,55
01.04.1979;     27,49
15.04.1979;     27,31
01.05.1979;     26,98
15.05.1979;     27,04
01.06.1979;     26,95
15.06.1979;     26,98
01.07.1979;     26,95
15.07.1979;     27,33
01.08.1979;     27,20
15.08.1979;     27,16
01.09.1979;     26,84
15.09.1979;     26,72
01.10.1979;     26,63
15.10.1979;     26,57
01.11.1979;     26,53
15.11.1979;     26,55
01.12.1979;     26,63
15.12.1979;     26,68
01.01.1980;     26,74
15.01.1980;     26,78
01.02.1980;     26,80
15.02.1980;     27,10
01.03.1980;     27,05
15.03.1980;     26,90
01.04.1980;     27,06
15.04.1980;     27,16
01.05.1980;     27,28
15.05.1980;     27,13
01.06.1980;     26,91
15.06.1980;     26,85
01.07.1980;     26,96
15.07.1980;     27,14
01.08.1980;     26,98
15.08.1980;     26,84
01.09.1980;     26,64
15.09.1980;     26,55
01.10.1980;     26,49
15.10.1980;     26,43
01.11.1980;     26,39
15.11.1980;     26,50
01.12.1980;     26,73
15.12.1980;     26,93
01.01.1981;     26,86
15.01.1981;     26,90
01.02.1981;     26,93
15.02.1981;     26,94
01.03.1981;     26,89
15.03.1981;     27,49
01.04.1981;     27,39
15.04.1981;     27,31
01.05.1981;     27,21
15.05.1981;     27,08
01.06.1981;     26,95
15.06.1981;     27,02
01.07.1981;     27,11
15.07.1981;     27,21
01.08.1981;     27,24
15.08.1981;     27,25
01.09.1981;     27,24
15.09.1981;     27,17
01.10.1981;     27,05
15.10.1981;     26,98
01.11.1981;     26,97
15.11.1981;     27,06
01.12.1981;     27,10
15.12.1981;     27,17
01.01.1982;     27,32
15.01.1982;     27,34
01.02.1982;     27,20
15.02.1982;     27,15
01.03.1982;     27,18
15.03.1982;     27,15
01.04.1982;     27,07
15.04.1982;     27,30
01.05.1982;     27,28
15.05.1982;     27,30
01.06.1982;     27,28
15.06.1982;     27,19
01.07.1982;     27,20
15.07.1982;     27,15
01.08.1982;     27,08
15.08.1982;     27,05
01.09.1982;     27,16
15.09.1982;     27,17
01.10.1982;     27,15
15.10.1982;     26,96
01.11.1982;     26,62
15.11.1982;     26,52
01.12.1982;     26,55
15.12.1982;     26,58
01.01.1983;     26,60
15.01.1983;     26,66
01.02.1983;     26,75
15.02.1983;     26,71
01.03.1983;     26,62
15.03.1983;     26,64
01.04.1983;     27,13
15.04.1983;     27,12
01.05.1983;     27,15
15.05.1983;     27,16
01.06.1983;     27,13
15.06.1983;     27,11
01.07.1983;     27,08
15.07.1983;     27,08
01.08.1983;     26,93
15.08.1983;     26,79
01.09.1983;     26,74
15.09.1983;     26,75
01.10.1983;     26,78
15.10.1983;     26,79
01.11.1983;     26,80
15.11.1983;     26,85
01.12.1983;     26,90
15.12.1983;     26,96
01.01.1984;     27,01
15.01.1984;     27,28
01.02.1984;     27,38
15.02.1984;     27,30
01.03.1984;     26,95
15.03.1984;     26,96
01.04.1984;     27,02
15.04.1984;     27,01
01.05.1984;     26,99
15.05.1984;     27,08
01.06.1984;     27,36
15.06.1984;     27,31
01.07.1984;     27,25
15.07.1984;     27,19
01.08.1984;     27,10
15.08.1984;     27,13
01.09.1984;     27,17
15.09.1984;     27,17
01.10.1984;     26,86
15.10.1984;     26,84
01.11.1984;     26,80
15.11.1984;     26,61
01.12.1984;     26,63
15.12.1984;     26,60
01.01.1985;     26,69
15.01.1985;     26,74
01.02.1985;     27,04
15.02.1985;     27,04
01.03.1985;     26,73
15.03.1985;     26,78
01.04.1985;     26,83
15.04.1985;     27,16
01.05.1985;     27,26
15.05.1985;     27,22
01.06.1985;     27,15
15.06.1985;     27,23
01.07.1985;     27,26
15.07.1985;     27,14
01.08.1985;     26,97
15.08.1985;     27,06
01.09.1985;     27,19
15.09.1985;     27,15
01.10.1985;     27,16
15.10.1985;     27,16
01.11.1985;     26,97
15.11.1985;     27,07
01.12.1985;     26,65
15.12.1985;     26,67
01.01.1986;     26,86
15.01.1986;     27,02
01.02.1986;     27,11
15.02.1986;     26,69
01.03.1986;     26,57
15.03.1986;     26,74
01.04.1986;     27,12
15.04.1986;     27,28
01.05.1986;     27,25
15.05.1986;     27,24
01.06.1986;     27,28
15.06.1986;     27,16
01.07.1986;     27,15
15.07.1986;     27,00
01.08.1986;     27,16
15.08.1986;     27,18
01.09.1986;     27,19
15.09.1986;     27,21
01.10.1986;     27,21
15.10.1986;     27,21
01.11.1986;     27,12
15.11.1986;     27,10
01.12.1986;     27,12
15.12.1986;     27,10
01.01.1987;     27,15
15.01.1987;     27,30
01.02.1987;     27,12
15.02.1987;     27,20
01.03.1987;     27,05
15.03.1987;     27,02
01.04.1987;     26,98
15.04.1987;     27,22
01.05.1987;     27,17
15.05.1987;     27,24
01.06.1987;     27,33
15.06.1987;     27,02
01.07.1987;     26,94
15.07.1987;     27,11
01.08.1987;     27,20
15.08.1987;     27,14
01.09.1987;     27,05
15.09.1987;     27,14
01.10.1987;     27,16
15.10.1987;     27,05
01.11.1987;     27,07
15.11.1987;     27,12
01.12.1987;     27,14
15.12.1987;     27,10
01.01.1988;     27,29
15.01.1988;     27,22
01.02.1988;     27,23
15.02.1988;     27,26
01.03.1988;     27,43
15.03.1988;     27,54
01.04.1988;     27,25
15.04.1988;     27,19
01.05.1988;     27,30
15.05.1988;     27,23
01.06.1988;     27,26
15.06.1988;     27,30
01.07.1988;     27,34
15.07.1988;     27,30
01.08.1988;     27,30
15.08.1988;     27,16
01.09.1988;     27,08
15.09.1988;     27,23
01.10.1988;     27,32
15.10.1988;     27,35
01.11.1988;     27,32
15.11.1988;     27,27
01.12.1988;     27,27
15.12.1988;     27,22
01.01.1989;     26,99
15.01.1989;     27,19
01.02.1989;     27,13
15.02.1989;     27,06
01.03.1989;     27,02
15.03.1989;     27,06
01.04.1989;     27,17
15.04.1989;     27,19
01.05.1989;     27,14
15.05.1989;     27,21
01.06.1989;     27,13
15.06.1989;     27,15
01.07.1989;     27,05
15.07.1989;     26,99
01.08.1989;     27,00
15.08.1989;     26,96
01.09.1989;     26,97
15.09.1989;     26,96
01.10.1989;     26,92
15.10.1989;     26,96
01.11.1989;     27,12
15.11.1989;     27,18
01.12.1989;     27,22
15.12.1989;     27,32
01.01.1990;     27,30
15.01.1990;     27,27
01.02.1990;     27,27
15.02.1990;     27,19
01.03.1990;     27,27
15.03.1990;     27,33
01.04.1990;     27,32
15.04.1990;     27,26
01.05.1990;     27,24
15.05.1990;     27,17
01.06.1990;     27,12
15.06.1990;     27,18
01.07.1990;     27,28
15.07.1990;     27,27
01.08.1990;     27,22
15.08.1990;     27,18
01.09.1990;     27,17
15.09.1990;     27,17
01.10.1990;     27,14
15.10.1990;     27,10
01.11.1990;     27,06
15.11.1990;     27,03
01.12.1990;     27,12
15.12.1990;     27,25
01.01.1991;     27,11
15.01.1991;     27,00
01.02.1991;     27,15
15.02.1991;     27,11
01.03.1991;     27,00
15.03.1991;     27,08
01.04.1991;     27,18
15.04.1991;     27,31
01.05.1991;     27,13
15.05.1991;     27,26
01.06.1991;     27,29
15.06.1991;     27,21
01.07.1991;     27,21
15.07.1991;     27,19
01.08.1991;     27,17
15.08.1991;     27,06
01.09.1991;     27,16
15.09.1991;     27,15
01.10.1991;     27,01
15.10.1991;     27,00
01.11.1991;     27,12
15.11.1991;     27,16
01.12.1991;     27,16
15.12.1991;     27,06
01.01.1992;     27,06
15.01.1992;     27,06
01.02.1992;     27,08
15.02.1992;     27,03
01.03.1992;     27,12
15.03.1992;     27,09
01.04.1992;     27,09
15.04.1992;     27,26
01.05.1992;     27,18
15.05.1992;     27,16
01.06.1992;     27,30
15.06.1992;     27,20
01.07.1992;     27,09
15.07.1992;     26,94
01.08.1992;     27,05
15.08.1992;     27,01
01.09.1992;     27,04
15.09.1992;     27,07
01.10.1992;     27,19
15.10.1992;     27,00
01.11.1992;     27,12
15.11.1992;     27,13
01.12.1992;     27,23
15.12.1992;     27,27
01.01.1993;     27,27
15.01.1993;     27,24
01.02.1993;     27,35
15.02.1993;     27,18
01.03.1993;     27,25
15.03.1993;     27,28
01.04.1993;     27,22
15.04.1993;     27,23
01.05.1993;     27,23
15.05.1993;     27,23
01.06.1993;     27,26
15.06.1993;     27,33
01.07.1993;     27,44
15.07.1993;     27,24
01.08.1993;     27,22
15.08.1993;     27,20
01.09.1993;     27,18
15.09.1993;     27,03
01.10.1993;     27,14
15.10.1993;     27,10
01.11.1993;     27,02
15.11.1993;     27,01
01.12.1993;     27,05
15.12.1993;     27,04
01.01.1994;     27,28
15.01.1994;     27,49
01.02.1994;     27,53
15.02.1994;     27,74
01.03.1994;     27,27
15.03.1994;     27,07
01.04.1994;     27,21
15.04.1994;     27,37
01.05.1994;     27,44
15.05.1994;     27,27
01.06.1994;     27,24
15.06.1994;     27,33
01.07.1994;     27,25
15.07.1994;     27,24
01.08.1994;     27,17
15.08.1994;     27,11
01.09.1994;     27,32
15.09.1994;     27,23
01.10.1994;     27,23
15.10.1994;     27,04
01.11.1994;     27,03
15.11.1994;     27,08
01.12.1994;     27,15
15.12.1994;     27,23
01.01.1995;     27,25
15.01.1995;     27,24
01.02.1995;     27,52
15.02.1995;     27,47
01.03.1995;     27,40
08.03.1995;     27,30
15.03.1995;     27,24
22.03.1995;     27,25
01.04.1995;     27,36
08.04.1995;     27,37
15.04.1995;     27,29
22.04.1995;     27,33
01.05.1995;     27,29
08.05.1995;     27,36
15.05.1995;     27,36
22.05.1995;     27,35
01.06.1995;     27,31
08.06.1995;     27,47
15.06.1995;     27,43
22.06.1995;     27,40
01.07.1995;     27,32
08.07.1995;     27,30
15.07.1995;     27,26
22.07.1995;     27,23
01.08.1995;     27,20
08.08.1995;     27,10
15.08.1995;     27,06
22.08.1995;     27,04
01.09.1995;     27,01
08.09.1995;     27,10
15.09.1995;     27,17
22.09.1995;     27,21
01.10.1995;     27,25
08.10.1995;     27,25
15.10.1995;     27,27
22.10.1995;     27,24
01.11.1995;     27,24
08.11.1995;     27,32
15.11.1995;     27,36
22.11.1995;     27,33
01.12.1995;     27,32
08.12.1995;     27,26
15.12.1995;     27,26
22.12.1995;     27,23
01.01.1996;     27,26
08.01.1996;     27,24
15.01.1996;     27,21
22.01.1996;     27,18
01.02.1996;     27,08
08.02.1996;     27,08
15.02.1996;     27,06
22.02.1996;     27,26
01.03.1996;     27,26
08.03.1996;     27,22
15.03.1996;     27,18
22.03.1996;     27,12
01.04.1996;     27,22
08.04.1996;     27,18
15.04.1996;     27,25
22.04.1996;     27,23
01.05.1996;     27,29
08.05.1996;     27,28
15.05.1996;     27,28
22.05.1996;     27,29
01.06.1996;     27,33
08.06.1996;     27,23
15.06.1996;     27,24
22.06.1996;     27,23
01.07.1996;     27,20
08.07.1996;     27,16
15.07.1996;     27,09
22.07.1996;     27,09
01.08.1996;     27,13
08.08.1996;     27,09
15.08.1996;     27,13
26.08.1996;     27,12
01.09.1996;     27,11
08.09.1996;     27,08
15.09.1996;     27,14
22.09.1996;     27,21
01.10.1996;     27,19
08.10.1996;     27,21
15.10.1996;     27,21
22.10.1996;     27,23
01.11.1996;     27,27
08.11.1996;     27,24
15.11.1996;     27,28
22.11.1996;     27,25
01.12.1996;     27,25
08.12.1996;     27,23
15.12.1996;     27,17
22.12.1996;     27,12
01.01.1997;     27,03
08.01.1997;     26,97
15.01.1997;     26,95
22.01.1997;     26,96
01.02.1997;     27,03
08.02.1997;     27,06
15.02.1997;     27,13
22.02.1997;     27,25
01.03.1997;     27,29
08.03.1997;     27,25
15.03.1997;     27,24
22.03.1997;     27,23
01.04.1997;     27,21
08.04.1997;     27,18
15.04.1997;     27,25
22.04.1997;     27,21
01.05.1997;     27,22
08.05.1997;     27,29
15.05.1997;     27,22
22.05.1997;     27,25
01.06.1997;     27,26
08.06.1997;     27,16
15.06.1997;     27,08
22.06.1997;     27,09
01.07.1997;     27,06
08.07.1997;     27,02
15.07.1997;     26,99
22.07.1997;     27,17
01.08.1997;     27,13
08.08.1997;     27,11
15.08.1997;     27,06
22.08.1997;     27,09
01.09.1997;     27,10
08.09.1997;     27,08
15.09.1997;     27,05
22.09.1997;     26,98
01.10.1997;     27,00
08.10.1997;     27,02
15.10.1997;     27,05
22.10.1997;     27,09
01.11.1997;     27,16
08.11.1997;     27,15
15.11.1997;     27,16
22.11.1997;     27,11
01.12.1997;     27,08
08.12.1997;     27,10
15.12.1997;     27,16
22.12.1997;     27,08
01.01.1998;     27,20
08.01.1998;     27,30
15.01.1998;     27,33
22.01.1998;     27,28
01.02.1998;     27,15
08.02.1998;     27,11
15.02.1998;     27,18
22.02.1998;     27,19
01.03.1998;     27,18
08.03.1998;     27,32
15.03.1998;     27,36
22.03.1998;     27,30
01.04.1998;     27,22
08.04.1998;     27,36
15.04.1998;     27,36
22.04.1998;     27,27
01.05.1998;     27,23
08.05.1998;     27,27
15.05.1998;     27,19
22.05.1998;     27,16
01.06.1998;     27,12
08.06.1998;     27,08
15.06.1998;     27,07
22.06.1998;     27,03
01.07.1998;     27,07
08.07.1998;     27,07
15.07.1998;     27,15
22.07.1998;     27,10
01.08.1998;     27,07
08.08.1998;     27,08
15.08.1998;     27,04
22.08.1998;     26,96
01.09.1998;     27,12
08.09.1998;     27,13
15.09.1998;     27,17
22.09.1998;     27,13
01.10.1998;     27,10
08.10.1998;     27,13
15.10.1998;     27,17
22.10.1998;     27,18
01.11.1998;     27,24
08.11.1998;     27,35
15.11.1998;     27,34
22.11.1998;     27,18
01.12.1998;     27,07
08.12.1998;     27,13
15.12.1998;     27,38
22.12.1998;     27,38
01.01.1999;     27,36
08.01.1999;     27,22
15.01.1999;     27,30
22.01.1999;     27,33
01.02.1999;     27,35
08.02.1999;     27,41
15.02.1999;     27,34
22.02.1999;     27,44
01.03.1999;     27,45
08.03.1999;     27,58
15.03.1999;     27,34
22.03.1999;     27,32
01.04.1999;     27,35
08.04.1999;     27,35
15.04.1999;     27,34
22.04.1999;     27,33
01.05.1999;     27,34
08.05.1999;     27,29
15.05.1999;     27,30
22.05.1999;     27,30
01.06.1999;     27,26
08.06.1999;     27,31
15.06.1999;     27,39
22.06.1999;     27,30
01.07.1999;     27,23
08.07.1999;     27,15
15.07.1999;     27,08
22.07.1999;     27,14
01.08.1999;     27,02
08.08.1999;     27,00
15.08.1999;     26,98
22.08.1999;     26,94
01.09.1999;     26,92
08.09.1999;     26,90
15.09.1999;     26,88
22.09.1999;     26,86
01.10.1999;     26,90
08.10.1999;     27,04
15.10.1999;     27,12
22.10.1999;     27,17
01.11.1999;     27,17
08.11.1999;     27,19
15.11.1999;     27,20
22.11.1999;     27,22
01.12.1999;     27,23
08.12.1999;     27,26
15.12.1999;     27,29
22.12.1999;     27,25
01.01.2000;     27,22
08.01.2000;     27,21
15.01.2000;     27,13
22.01.2000;     27,11
01.02.2000;     27,28
08.02.2000;     27,34
15.02.2000;     27,35
22.02.2000;     27,32
01.03.2000;     27,23
08.03.2000;     27,33
15.03.2000;     27,38
22.03.2000;     27,34
01.04.2000;     27,23
08.04.2000;     27,21
15.04.2000;     27,25
22.04.2000;     27,30
01.05.2000;     27,21
08.05.2000;     27,22
15.05.2000;     27,16
22.05.2000;     27,20
01.06.2000;     27,13
08.06.2000;     27,17
15.06.2000;     27,13
22.06.2000;     27,05
01.07.2000;     27,05
08.07.2000;     27,15
15.07.2000;     27,13
22.07.2000;     27,07
01.08.2000;     27,10
08.08.2000;     27,14
15.08.2000;     27,12
22.08.2000;     27,20
01.09.2000;     27,22
08.09.2000;     27,24
15.09.2000;     27,18
22.09.2000;     27,18
01.10.2000;     27,14
08.10.2000;     27,19
15.10.2000;     27,22
22.10.2000;     27,19
01.11.2000;     27,18
08.11.2000;     27,17
15.11.2000;     27,18
22.11.2000;     27,20
01.12.2000;     27,21
08.12.2000;     27,21
15.12.2000;     27,28
22.12.2000;     27,30
01.01.2001;     27,30
08.01.2001;     27,31
15.01.2001;     27,25
22.01.2001;     27,16
01.02.2001;     27,32
08.02.2001;     27,31
15.02.2001;     27,29
22.02.2001;     27,25
01.03.2001;     27,25
08.03.2001;     27,26
15.03.2001;     27,27
22.03.2001;     27,26
01.04.2001;     27,27
08.04.2001;     27,24
15.04.2001;     27,22
22.04.2001;     27,24
01.05.2001;     27,27
08.05.2001;     27,29
15.05.2001;     27,23
22.05.2001;     27,16
01.06.2001;     27,08
08.06.2001;     27,09
15.06.2001;     27,09
22.06.2001;     27,10
01.07.2001;     27,06
08.07.2001;     27,03
15.07.2001;     27,08
22.07.2001;     27,10
01.08.2001;     27,09
08.08.2001;     27,09
15.08.2001;     27,10
22.08.2001;     27,10
01.09.2001;     27,11
08.09.2001;     27,12
15.09.2001;     27,20
22.09.2001;     27,24
01.10.2001;     27,31
08.10.2001;     27,27
15.10.2001;     27,23
22.10.2001;     27,24
01.11.2001;     27,26
08.11.2001;     27,26
15.11.2001;     27,27
22.11.2001;     27,29
01.12.2001;     27,31
08.12.2001;     27,32
15.12.2001;     27,31
22.12.2001;     27,31
01.01.2002;     27,33
08.01.2002;     27,33
15.01.2002;     27,35
22.01.2002;     27,38
01.02.2002;     27,40
08.02.2002;     27,42
