Messstelle 3241 9840, Grundwasserstand in m über NHN92
 
01.02.1982;     28,96
15.02.1982;     28,79
01.03.1982;     28,71
15.03.1982;     28,81
01.04.1982;     28,71
15.04.1982;     28,59
01.05.1982;     28,53
15.05.1982;     28,50
01.06.1982;     28,47
15.06.1982;     28,44
01.07.1982;     28,46
15.07.1982;     28,46
01.08.1982;     28,42
01.11.1982;     28,42
15.11.1982;     28,42
01.12.1982;     28,31
15.12.1982;     28,31
01.01.1983;     28,31
15.01.1983;     28,31
01.02.1983;     28,31
15.02.1983;     28,31
01.03.1983;     28,31
15.03.1983;     28,45
01.04.1983;     28,52
15.04.1983;     28,52
01.05.1983;     28,52
15.05.1983;     28,51
01.06.1983;     28,51
15.06.1983;     28,46
01.07.1983;     28,40
15.07.1983;     28,26
01.08.1983;     28,26
15.08.1983;     28,07
01.09.1983;     28,06
15.09.1983;     28,06
01.10.1983;     28,04
15.10.1983;     28,08
01.11.1983;     28,18
15.11.1983;     28,22
01.12.1983;     28,30
15.12.1983;     28,36
01.01.1984;     28,43
15.01.1984;     28,50
01.02.1984;     28,45
15.02.1984;     28,44
01.03.1984;     28,51
15.03.1984;     28,50
01.04.1984;     28,48
15.04.1984;     28,52
01.05.1984;     28,52
15.05.1984;     28,54
01.06.1984;     28,59
15.06.1984;     28,57
01.07.1984;     28,52
15.07.1984;     28,48
01.08.1984;     28,47
15.08.1984;     28,39
01.09.1984;     28,27
15.09.1984;     28,26
01.10.1984;     28,29
15.10.1984;     28,29
01.11.1984;     28,27
15.11.1984;     28,26
01.12.1984;     28,32
15.12.1984;     28,32
01.01.1985;     28,36
15.01.1985;     28,39
01.02.1985;     28,56
15.02.1985;     28,51
01.03.1985;     28,36
15.03.1985;     28,38
01.04.1985;     28,44
15.04.1985;     28,47
01.05.1985;     28,50
15.05.1985;     28,41
01.06.1985;     28,31
15.06.1985;     28,33
01.07.1985;     28,33
15.07.1985;     28,23
01.08.1985;     28,17
15.08.1985;     28,13
01.09.1985;     28,26
15.09.1985;     28,24
01.10.1985;     28,23
15.10.1985;     28,23
01.11.1985;     28,21
15.11.1985;     28,27
01.12.1985;     28,19
15.12.1985;     28,36
01.01.1986;     28,47
15.01.1986;     28,52
01.02.1986;     28,53
15.02.1986;     28,75
01.03.1986;     28,62
15.03.1986;     28,60
01.04.1986;     28,56
15.04.1986;     28,56
01.05.1986;     28,53
15.05.1986;     28,49
01.06.1986;     28,52
15.06.1986;     28,73
01.07.1986;     28,60
15.07.1986;     28,48
01.11.1986;     28,45
15.11.1986;     28,47
01.12.1986;     28,48
15.12.1986;     28,46
01.01.1987;     28,44
15.01.1987;     28,62
01.02.1987;     28,67
15.02.1987;     28,71
01.03.1987;     28,65
15.03.1987;     28,60
01.04.1987;     28,68
15.04.1987;     28,65
01.05.1987;     28,64
15.05.1987;     28,57
01.06.1987;     28,59
15.06.1987;     28,50
01.07.1987;     28,47
15.07.1987;     28,44
01.08.1987;     28,41
15.08.1987;     28,41
01.09.1987;     28,35
15.09.1987;     28,36
01.10.1987;     28,39
15.10.1987;     28,36
01.11.1987;     28,34
15.11.1987;     28,41
01.12.1987;     28,42
15.12.1987;     28,43
01.01.1988;     28,53
15.01.1988;     28,48
01.02.1988;     28,54
15.02.1988;     28,56
01.03.1988;     28,61
15.03.1988;     28,75
01.04.1988;     28,74
15.04.1988;     28,64
01.05.1988;     28,58
15.05.1988;     28,49
01.06.1988;     28,39
15.06.1988;     28,48
01.07.1988;     28,46
15.07.1988;     28,39
01.08.1988;     28,33
15.08.1988;     28,27
01.09.1988;     28,25
15.09.1988;     28,24
01.10.1988;     28,28
15.10.1988;     28,29
01.11.1988;     28,28
15.11.1988;     28,29
01.12.1988;     28,35
15.12.1988;     28,38
01.01.1989;     28,42
15.01.1989;     28,39
01.02.1989;     28,32
15.02.1989;     28,34
01.03.1989;     28,42
15.03.1989;     28,43
01.04.1989;     28,34
15.04.1989;     28,32
01.05.1989;     28,30
15.05.1989;     28,22
01.06.1989;     28,19
15.06.1989;     28,09
01.07.1989;     27,95
15.07.1989;     27,94
01.08.1989;     27,94
15.08.1989;     27,93
01.09.1989;     28,01
15.09.1989;     27,93
01.10.1989;     27,92
15.10.1989;     27,98
01.11.1989;     28,06
15.11.1989;     28,16
01.12.1989;     28,21
15.12.1989;     28,40
01.01.1990;     28,31
15.01.1990;     28,33
01.02.1990;     28,34
15.02.1990;     28,37
01.03.1990;     28,41
15.03.1990;     28,42
01.04.1990;     28,37
15.04.1990;     28,32
01.05.1990;     28,28
15.05.1990;     28,18
01.06.1990;     28,05
15.06.1990;     28,15
01.07.1990;     28,24
15.07.1990;     28,20
01.08.1990;     28,15
15.08.1990;     27,98
01.09.1990;     27,96
15.09.1990;     27,96
01.10.1990;     28,05
15.10.1990;     28,17
01.11.1990;     28,18
15.11.1990;     28,19
01.12.1990;     28,21
15.12.1990;     28,38
01.01.1991;     28,47
15.01.1991;     28,48
01.02.1991;     28,42
15.02.1991;     28,40
01.03.1991;     28,37
15.03.1991;     28,57
01.04.1991;     28,44
15.04.1991;     28,49
01.05.1991;     28,41
15.05.1991;     28,38
01.06.1991;     28,39
15.06.1991;     28,23
01.07.1991;     28,24
15.07.1991;     28,40
01.08.1991;     28,16
15.08.1991;     28,03
01.09.1991;     28,06
15.09.1991;     28,04
01.10.1991;     28,00
15.10.1991;     28,08
01.11.1991;     28,07
15.11.1991;     28,16
01.12.1991;     28,29
15.12.1991;     28,21
01.01.1992;     28,18
15.01.1992;     28,30
01.02.1992;     28,30
15.02.1992;     28,25
01.03.1992;     28,37
15.03.1992;     28,37
01.04.1992;     28,46
15.04.1992;     28,51
01.05.1992;     28,45
15.05.1992;     28,43
01.06.1992;     28,43
15.06.1992;     28,22
01.07.1992;     28,16
15.07.1992;     27,96
01.08.1992;     28,11
15.08.1992;     28,07
01.09.1992;     28,05
15.09.1992;     28,11
01.10.1992;     28,19
15.10.1992;     28,08
01.11.1992;     28,07
15.11.1992;     28,29
01.12.1992;     28,33
15.12.1992;     28,41
01.01.1993;     28,47
15.01.1993;     28,43
01.02.1993;     28,56
15.02.1993;     28,52
01.03.1993;     28,54
15.03.1993;     28,57
01.04.1993;     28,54
15.04.1993;     28,51
01.05.1993;     28,49
15.05.1993;     28,42
01.06.1993;     28,40
15.06.1993;     28,37
01.07.1993;     28,59
15.07.1993;     28,49
01.08.1993;     28,39
15.08.1993;     28,45
01.09.1993;     28,50
15.09.1993;     28,43
01.10.1993;     28,54
15.10.1993;     28,45
01.11.1993;     28,42
15.11.1993;     28,38
01.12.1993;     28,40
15.12.1993;     28,40
01.01.1994;     28,59
15.01.1994;     28,63
01.02.1994;     28,70
15.02.1994;     28,92
01.03.1994;     28,81
15.03.1994;     28,76
01.04.1994;     28,95
15.04.1994;     28,87
01.05.1994;     28,96
15.05.1994;     28,73
01.06.1994;     28,60
15.06.1994;     28,60
01.07.1994;     28,56
15.07.1994;     28,61
01.08.1994;     28,40
15.08.1994;     28,21
01.09.1994;     28,25
15.09.1994;     28,55
01.10.1994;     28,65
15.10.1994;     28,62
01.11.1994;     28,70
15.11.1994;     28,63
01.12.1994;     28,58
15.12.1994;     28,73
01.01.1995;     28,94
15.01.1995;     28,70
01.02.1995;     28,87
15.02.1995;     28,86
01.03.1995;     28,89
08.03.1995;     29,03
15.03.1995;     28,81
22.03.1995;     28,78
01.04.1995;     28,94
08.04.1995;     28,86
15.04.1995;     28,82
22.04.1995;     28,87
01.05.1995;     28,70
08.05.1995;     28,63
15.05.1995;     28,67
22.05.1995;     28,66
01.06.1995;     28,61
08.06.1995;     28,81
15.06.1995;     28,75
22.06.1995;     28,72
01.07.1995;     28,63
08.07.1995;     28,58
15.07.1995;     28,53
22.07.1995;     28,50
01.08.1995;     28,48
08.08.1995;     28,37
15.08.1995;     28,32
22.08.1995;     28,28
01.09.1995;     28,30
08.09.1995;     28,34
15.09.1995;     28,32
22.09.1995;     28,39
01.10.1995;     28,45
08.10.1995;     28,49
15.10.1995;     28,41
22.10.1995;     28,40
01.11.1995;     28,39
08.11.1995;     28,47
15.11.1995;     28,49
22.11.1995;     28,48
01.12.1995;     28,48
08.12.1995;     28,45
15.12.1995;     28,44
22.12.1995;     28,42
01.01.1996;     28,38
08.01.1996;     28,36
15.01.1996;     28,39
22.01.1996;     28,40
01.02.1996;     28,33
08.02.1996;     28,33
15.02.1996;     28,32
22.02.1996;     28,47
01.03.1996;     28,47
08.03.1996;     28,46
15.03.1996;     28,41
22.03.1996;     28,40
01.04.1996;     28,42
08.04.1996;     28,42
15.04.1996;     28,42
22.04.1996;     28,39
01.05.1996;     28,38
08.05.1996;     28,37
15.05.1996;     28,35
22.05.1996;     28,39
01.06.1996;     28,39
08.06.1996;     28,37
15.06.1996;     28,35
22.06.1996;     28,32
01.07.1996;     28,29
08.07.1996;     28,31
15.07.1996;     28,31
22.07.1996;     28,26
01.08.1996;     28,22
08.08.1996;     28,18
15.08.1996;     28,16
26.08.1996;     28,13
01.09.1996;     28,14
08.09.1996;     28,11
15.09.1996;     28,10
22.09.1996;     28,10
01.10.1996;     28,11
08.10.1996;     28,19
15.10.1996;     28,19
22.10.1996;     28,21
01.11.1996;     28,26
08.11.1996;     28,27
15.11.1996;     28,27
22.11.1996;     28,24
01.12.1996;     28,30
08.12.1996;     28,33
15.12.1996;     28,32
22.12.1996;     28,31
01.01.1997;     28,30
08.01.1997;     28,25
15.01.1997;     28,26
22.01.1997;     28,26
01.02.1997;     28,26
08.02.1997;     28,27
15.02.1997;     28,27
22.02.1997;     28,33
01.03.1997;     28,38
08.03.1997;     28,35
15.03.1997;     28,34
22.03.1997;     28,32
01.04.1997;     28,34
08.04.1997;     28,33
15.04.1997;     28,32
22.04.1997;     28,31
01.05.1997;     28,31
08.05.1997;     28,31
15.05.1997;     28,31
22.05.1997;     28,31
01.06.1997;     28,30
08.06.1997;     28,23
15.06.1997;     28,16
22.06.1997;     28,12
01.07.1997;     28,13
08.07.1997;     28,09
15.07.1997;     28,04
22.07.1997;     28,11
01.08.1997;     28,21
08.08.1997;     28,13
15.08.1997;     28,10
22.08.1997;     28,05
01.09.1997;     28,00
08.09.1997;     28,04
15.09.1997;     28,03
22.09.1997;     28,03
01.10.1997;     28,05
08.10.1997;     28,00
15.10.1997;     27,99
22.10.1997;     27,98
01.11.1997;     28,06
08.11.1997;     28,06
15.11.1997;     28,07
22.11.1997;     28,08
01.12.1997;     28,09
08.12.1997;     28,10
15.12.1997;     28,23
22.12.1997;     28,23
01.01.1998;     28,27
08.01.1998;     28,32
15.01.1998;     28,38
22.01.1998;     28,38
01.02.1998;     28,38
08.02.1998;     28,36
15.02.1998;     28,35
22.02.1998;     28,36
01.03.1998;     28,35
08.03.1998;     28,39
15.03.1998;     28,47
22.03.1998;     28,44
01.04.1998;     28,42
08.04.1998;     28,44
15.04.1998;     28,44
22.04.1998;     28,44
01.05.1998;     28,43
08.05.1998;     28,41
15.05.1998;     28,40
22.05.1998;     28,37
01.06.1998;     28,35
08.06.1998;     28,29
15.06.1998;     28,27
22.06.1998;     28,25
01.07.1998;     28,24
08.07.1998;     28,22
15.07.1998;     28,22
22.07.1998;     28,22
01.08.1998;     28,18
08.08.1998;     28,18
15.08.1998;     28,17
22.08.1998;     28,14
01.09.1998;     28,15
08.09.1998;     28,15
15.09.1998;     28,16
22.09.1998;     28,15
01.10.1998;     28,16
08.10.1998;     28,15
15.10.1998;     28,18
22.10.1998;     28,19
01.11.1998;     28,22
08.11.1998;     28,56
15.11.1998;     28,56
22.11.1998;     28,54
01.12.1998;     28,53
08.12.1998;     28,52
15.12.1998;     28,65
22.12.1998;     28,60
01.01.1999;     28,58
08.01.1999;     28,56
15.01.1999;     28,56
22.01.1999;     28,55
01.02.1999;     28,55
08.02.1999;     28,57
15.02.1999;     28,56
22.02.1999;     28,63
01.03.1999;     28,67
08.03.1999;     28,72
15.03.1999;     28,70
22.03.1999;     28,70
01.04.1999;     28,70
08.04.1999;     28,69
15.04.1999;     28,68
22.04.1999;     28,68
01.05.1999;     28,66
08.05.1999;     28,65
15.05.1999;     28,64
22.05.1999;     28,62
01.06.1999;     28,60
08.06.1999;     28,58
15.06.1999;     28,58
22.06.1999;     28,62
01.07.1999;     28,57
08.07.1999;     28,52
15.07.1999;     28,51
22.07.1999;     28,49
01.08.1999;     28,44
08.08.1999;     28,42
15.08.1999;     28,40
22.08.1999;     28,38
01.09.1999;     28,36
08.09.1999;     28,34
15.09.1999;     28,32
22.09.1999;     28,30
01.10.1999;     28,27
08.10.1999;     28,27
15.10.1999;     28,26
22.10.1999;     28,25
01.11.1999;     28,25
08.11.1999;     28,25
15.11.1999;     28,24
22.11.1999;     28,24
01.12.1999;     28,26
08.12.1999;     28,36
15.12.1999;     28,44
22.12.1999;     28,41
01.01.2000;     28,36
08.01.2000;     28,41
15.01.2000;     28,40
22.01.2000;     28,39
01.02.2000;     28,46
08.02.2000;     28,47
15.02.2000;     28,47
22.02.2000;     28,48
01.03.2000;     28,50
08.03.2000;     28,52
15.03.2000;     28,54
22.03.2000;     28,57
01.04.2000;     28,56
08.04.2000;     28,55
15.04.2000;     28,54
22.04.2000;     28,53
01.05.2000;     28,51
08.05.2000;     28,48
15.05.2000;     28,46
22.05.2000;     28,43
01.06.2000;     28,40
08.06.2000;     28,40
01.07.2001;     28,61
08.07.2001;     28,62
15.07.2001;     28,58
22.07.2001;     28,56
01.08.2001;     28,56
08.08.2001;     28,54
15.08.2001;     28,53
22.08.2001;     28,53
01.09.2001;     28,52
08.09.2001;     28,52
15.09.2001;     28,51
22.09.2001;     28,52
01.10.2001;     28,50
08.10.2001;     28,47
15.10.2001;     28,47
22.10.2001;     28,48
01.11.2001;     28,49
08.11.2001;     28,49
15.11.2001;     28,48
22.11.2001;     28,48
01.12.2001;     28,47
08.12.2001;     28,47
15.12.2001;     28,46
22.12.2001;     28,47
01.01.2002;     28,46
08.01.2002;     28,47
15.01.2002;     28,47
22.01.2002;     28,48
01.02.2002;     28,48
08.02.2002;     28,50
15.02.2002;     28,57
22.02.2002;     28,63
01.03.2002;     28,68
08.03.2002;     28,70
15.03.2002;     28,70
22.03.2002;     28,71
01.04.2002;     28,71
08.04.2002;     28,70
15.04.2002;     28,71
22.04.2002;     28,72
01.05.2002;     28,72
08.05.2002;     28,71
15.05.2002;     28,71
22.05.2002;     28,70
01.06.2002;     28,69
08.06.2002;     28,67
15.06.2002;     28,66
22.06.2002;     28,65
01.07.2002;     28,63
08.07.2002;     28,62
15.07.2002;     28,61
22.07.2002;     28,60
01.08.2002;     28,60
08.08.2002;     28,62
15.08.2002;     28,63
22.08.2002;     28,64
01.09.2002;     28,60
08.09.2002;     28,58
15.09.2002;     28,57
22.09.2002;     28,56
01.10.2002;     28,55
08.10.2002;     28,55
15.10.2002;     28,56
22.10.2002;     28,57
01.11.2002;     28,58
08.11.2002;     28,60
15.11.2002;     28,62
22.11.2002;     28,63
01.12.2002;     28,68
08.12.2002;     28,68
15.12.2002;     28,67
22.12.2002;     28,65
01.01.2003;     28,65
08.01.2003;     28,63
15.01.2003;     28,61
22.01.2003;     28,74
01.02.2003;     28,74
08.02.2003;     28,73
15.02.2003;     28,73
22.02.2003;     28,72
01.03.2003;     28,71
08.03.2003;     28,73
15.03.2003;     28,72
