Messstelle 3241 9879, Grundwasserstand in m über NHN92
 
01.09.1981;     28,58
15.09.1981;     28,56
01.10.1981;     28,52
15.10.1981;     28,50
01.11.1981;     28,53
15.11.1981;     28,64
01.12.1981;     28,67
15.12.1981;     28,71
01.01.1982;     28,78
15.01.1982;     28,90
01.02.1982;     28,94
15.02.1982;     28,93
01.03.1982;     28,95
15.03.1982;     28,96
01.04.1982;     28,99
15.04.1982;     28,94
01.05.1982;     28,85
15.05.1982;     28,80
01.06.1982;     28,71
15.06.1982;     28,63
01.07.1982;     28,56
15.07.1982;     28,52
01.08.1982;     28,45
15.08.1982;     28,40
01.09.1982;     28,31
15.09.1982;     28,31
01.10.1982;     28,26
15.10.1982;     28,23
01.11.1982;     28,22
15.11.1982;     28,21
01.12.1982;     28,23
15.12.1982;     28,21
01.01.1983;     28,17
15.01.1983;     28,19
01.02.1983;     28,23
15.02.1983;     28,26
01.03.1983;     28,29
15.03.1983;     28,31
01.04.1983;     28,25
15.04.1983;     28,29
01.05.1983;     28,27
15.05.1983;     28,52
01.06.1983;     28,53
15.06.1983;     28,51
01.07.1983;     28,38
15.07.1983;     28,38
01.08.1983;     28,28
15.08.1983;     28,21
01.09.1983;     28,58
15.09.1983;     28,56
01.10.1983;     28,56
15.10.1983;     28,26
01.11.1983;     28,08
15.11.1983;     28,05
01.12.1983;     28,06
15.12.1983;     28,07
01.01.1984;     28,09
15.01.1984;     28,20
01.02.1984;     28,32
15.02.1984;     28,41
01.03.1984;     28,43
15.03.1984;     28,42
01.04.1984;     28,44
15.04.1984;     28,42
01.05.1984;     28,39
15.05.1984;     28,39
01.06.1984;     28,37
15.06.1984;     28,39
01.07.1984;     28,39
15.07.1984;     28,35
01.08.1984;     28,33
15.08.1984;     28,30
01.09.1984;     28,23
15.09.1984;     28,19
01.10.1984;     28,17
15.10.1984;     28,13
01.11.1984;     28,12
15.11.1984;     28,09
01.12.1984;     28,09
15.12.1984;     28,08
01.01.1985;     28,09
15.01.1985;     28,10
01.02.1985;     28,15
15.02.1985;     28,21
01.03.1985;     28,33
15.03.1985;     28,33
01.04.1985;     28,37
15.04.1985;     28,35
01.05.1985;     28,36
15.05.1985;     28,37
01.06.1985;     28,33
15.06.1985;     28,32
01.07.1985;     28,24
15.07.1985;     28,22
01.08.1985;     28,16
15.08.1985;     28,16
01.09.1985;     28,13
15.09.1985;     28,10
01.10.1985;     28,11
15.10.1985;     28,10
01.11.1985;     28,05
15.11.1985;     28,04
01.12.1985;     28,04
15.12.1985;     28,05
01.01.1986;     28,08
15.01.1986;     28,12
01.02.1986;     28,15
15.02.1986;     28,27
01.03.1986;     28,32
15.03.1986;     28,27
01.04.1986;     28,29
15.04.1986;     28,33
01.05.1986;     28,39
15.05.1986;     28,41
01.06.1986;     28,42
15.06.1986;     28,52
01.07.1986;     28,51
15.07.1986;     28,40
01.08.1986;     28,34
15.08.1986;     28,29
01.09.1986;     28,26
15.09.1986;     28,23
01.10.1986;     28,20
15.10.1986;     28,19
01.11.1986;     28,17
15.11.1986;     28,14
01.12.1986;     28,14
15.12.1986;     28,13
01.01.1987;     28,12
15.01.1987;     28,16
01.02.1987;     28,16
15.02.1987;     28,86
01.03.1987;     28,89
15.03.1987;     28,97
01.04.1987;     28,87
15.04.1987;     28,91
01.05.1987;     28,92
15.05.1987;     28,65
01.06.1987;     28,62
15.06.1987;     28,54
01.07.1987;     28,49
15.07.1987;     28,47
01.08.1987;     28,41
15.08.1987;     28,38
01.09.1987;     28,33
15.09.1987;     28,32
01.10.1987;     28,31
15.10.1987;     28,29
01.11.1987;     28,21
15.11.1987;     28,25
01.12.1987;     28,29
15.12.1987;     28,30
01.01.1988;     28,31
15.01.1988;     28,36
01.02.1988;     28,40
15.02.1988;     28,45
01.03.1988;     28,53
15.03.1988;     28,67
01.04.1988;     28,79
15.04.1988;     28,81
01.05.1988;     28,77
15.05.1988;     28,67
01.06.1988;     28,57
15.06.1988;     28,53
01.07.1988;     28,50
15.07.1988;     28,46
01.08.1988;     28,43
15.08.1988;     28,38
01.09.1988;     28,32
15.09.1988;     28,30
01.10.1988;     28,27
15.10.1988;     28,24
01.11.1988;     28,23
15.11.1988;     28,20
01.12.1988;     28,21
15.12.1988;     28,23
01.01.1989;     28,22
15.01.1989;     28,22
01.02.1989;     28,21
15.02.1989;     28,21
01.03.1989;     28,22
15.03.1989;     28,24
01.04.1989;     28,25
15.04.1989;     28,24
01.05.1989;     28,22
15.05.1989;     28,18
01.06.1989;     28,13
15.06.1989;     28,13
01.07.1989;     28,10
15.07.1989;     28,06
01.08.1989;     28,05
15.08.1989;     28,03
01.09.1989;     28,00
15.09.1989;     27,99
01.10.1989;     27,96
15.10.1989;     27,94
01.11.1989;     27,94
15.11.1989;     27,93
01.12.1989;     27,95
15.12.1989;     27,97
01.01.1990;     27,98
15.01.1990;     28,01
01.02.1990;     28,01
15.02.1990;     28,10
01.03.1990;     28,12
15.03.1990;     28,17
01.04.1990;     28,19
15.04.1990;     28,21
01.05.1990;     28,20
15.05.1990;     28,17
01.06.1990;     28,12
15.06.1990;     28,07
01.07.1990;     28,08
15.07.1990;     28,09
01.08.1990;     28,07
15.08.1990;     27,95
01.09.1990;     27,90
15.09.1990;     27,90
01.10.1990;     27,97
15.10.1990;     27,97
01.11.1990;     27,96
15.11.1990;     27,95
01.12.1990;     27,94
15.12.1990;     27,98
01.01.1991;     27,99
15.01.1991;     28,14
01.02.1991;     28,23
15.02.1991;     28,25
01.03.1991;     28,26
15.03.1991;     28,26
01.04.1991;     28,28
15.04.1991;     28,29
01.05.1991;     28,32
15.05.1991;     28,32
01.06.1991;     28,33
15.06.1991;     28,28
01.07.1991;     28,26
15.07.1991;     28,23
01.08.1991;     28,19
15.08.1991;     28,12
01.09.1991;     28,10
15.09.1991;     28,07
01.10.1991;     28,02
15.10.1991;     28,00
01.11.1991;     27,95
15.11.1991;     27,96
01.12.1991;     27,95
15.12.1991;     27,94
01.01.1992;     27,93
15.01.1992;     27,95
01.02.1992;     27,96
15.02.1992;     27,99
01.03.1992;     28,03
15.03.1992;     28,09
01.04.1992;     28,12
15.04.1992;     28,22
01.05.1992;     28,27
15.05.1992;     28,31
01.06.1992;     28,33
15.06.1992;     28,29
01.07.1992;     28,19
15.07.1992;     28,15
01.08.1992;     28,13
15.08.1992;     28,09
01.09.1992;     28,05
15.09.1992;     28,04
01.10.1992;     28,04
15.10.1992;     28,00
01.11.1992;     27,95
15.11.1992;     27,95
01.12.1992;     28,03
15.12.1992;     28,05
01.01.1993;     28,08
15.01.1993;     28,24
01.02.1993;     28,26
15.02.1993;     28,31
01.03.1993;     28,34
15.03.1993;     28,36
01.04.1993;     28,39
15.04.1993;     28,41
01.05.1993;     28,41
15.05.1993;     28,38
01.06.1993;     28,32
15.06.1993;     28,32
01.07.1993;     28,30
15.07.1993;     28,37
01.08.1993;     28,34
15.08.1993;     28,26
01.09.1993;     28,27
15.09.1993;     28,27
01.10.1993;     28,25
15.10.1993;     28,24
01.11.1993;     28,25
15.11.1993;     28,20
01.12.1993;     28,19
15.12.1993;     28,19
01.01.1994;     28,20
15.01.1994;     28,28
01.02.1994;     28,40
15.02.1994;     28,61
01.03.1994;     28,77
15.03.1994;     28,76
01.04.1994;     28,78
15.04.1994;     28,88
01.05.1994;     28,92
15.05.1994;     28,95
01.06.1994;     28,85
15.06.1994;     28,74
01.07.1994;     28,67
15.07.1994;     28,63
01.08.1994;     28,57
15.08.1994;     28,51
01.09.1994;     28,45
15.09.1994;     28,47
01.10.1994;     28,56
15.10.1994;     28,64
01.11.1994;     28,54
15.11.1994;     28,55
01.12.1994;     28,57
15.12.1994;     28,60
01.01.1995;     28,69
15.01.1995;     28,70
01.02.1995;     28,86
15.02.1995;     29,01
01.03.1995;     29,09
08.03.1995;     29,10
15.03.1995;     29,08
22.03.1995;     29,04
01.04.1995;     29,07
08.04.1995;     29,12
15.04.1995;     29,08
22.04.1995;     29,09
01.05.1995;     29,03
08.05.1995;     28,98
15.05.1995;     28,93
22.05.1995;     28,87
01.06.1995;     28,82
08.06.1995;     28,81
15.06.1995;     28,79
22.06.1995;     28,78
01.07.1995;     28,75
08.07.1995;     28,71
15.07.1995;     28,67
22.07.1995;     28,55
01.08.1995;     28,61
08.08.1995;     28,54
15.08.1995;     28,51
22.08.1995;     28,49
01.09.1995;     28,44
08.09.1995;     28,43
15.09.1995;     28,41
22.09.1995;     28,39
01.10.1995;     28,38
08.10.1995;     28,37
15.10.1995;     28,36
22.10.1995;     28,36
01.11.1995;     28,35
08.11.1995;     28,33
15.11.1995;     28,35
22.11.1995;     28,35
01.12.1995;     28,33
08.12.1995;     28,32
15.12.1995;     28,31
22.12.1995;     28,32
01.01.1996;     28,36
08.01.1996;     28,35
15.01.1996;     28,34
22.01.1996;     28,34
01.02.1996;     28,31
08.02.1996;     28,35
15.02.1996;     28,28
22.02.1996;     28,29
01.03.1996;     28,30
08.03.1996;     28,29
15.03.1996;     28,29
22.03.1996;     28,28
01.04.1996;     28,28
08.04.1996;     28,29
15.04.1996;     28,29
22.04.1996;     28,29
01.05.1996;     28,29
08.05.1996;     28,27
15.05.1996;     28,26
22.05.1996;     28,26
01.06.1996;     28,30
08.06.1996;     28,26
15.06.1996;     28,23
22.06.1996;     28,24
01.07.1996;     28,24
08.07.1996;     28,23
15.07.1996;     28,22
22.07.1996;     28,20
01.08.1996;     28,24
08.08.1996;     28,18
15.08.1996;     28,16
26.08.1996;     28,14
01.09.1996;     28,14
08.09.1996;     28,12
15.09.1996;     28,10
22.09.1996;     28,10
01.10.1996;     28,09
08.10.1996;     28,09
15.10.1996;     28,09
22.10.1996;     28,10
01.11.1996;     28,08
08.11.1996;     28,08
15.11.1996;     28,07
22.11.1996;     28,07
01.12.1996;     28,08
08.12.1996;     28,08
15.12.1996;     28,08
22.12.1996;     28,09
01.01.1997;     28,08
08.01.1997;     28,08
15.01.1997;     28,07
22.01.1997;     28,07
01.02.1997;     28,06
08.02.1997;     28,05
15.02.1997;     28,06
22.02.1997;     28,07
01.03.1997;     28,09
08.03.1997;     28,12
15.03.1997;     28,14
22.03.1997;     28,13
01.04.1997;     28,14
08.04.1997;     28,16
15.04.1997;     28,16
22.04.1997;     28,14
01.05.1997;     28,14
08.05.1997;     28,14
15.05.1997;     28,14
22.05.1997;     28,14
01.06.1997;     28,18
08.06.1997;     28,18
15.06.1997;     28,12
22.06.1997;     28,10
01.07.1997;     28,09
08.07.1997;     28,06
15.07.1997;     28,03
22.07.1997;     28,06
01.08.1997;     28,06
08.08.1997;     28,05
15.08.1997;     28,01
22.08.1997;     28,07
01.09.1997;     27,98
08.09.1997;     27,99
15.09.1997;     27,99
22.09.1997;     27,97
01.10.1997;     28,00
08.10.1997;     27,94
15.10.1997;     27,94
22.10.1997;     27,97
01.11.1997;     27,97
08.11.1997;     27,97
15.11.1997;     27,99
22.11.1997;     27,97
01.12.1997;     27,96
08.12.1997;     27,97
15.12.1997;     27,96
22.12.1997;     27,98
01.01.1998;     28,01
08.01.1998;     28,02
15.01.1998;     28,07
22.01.1998;     28,11
01.02.1998;     28,14
08.02.1998;     28,16
15.02.1998;     28,17
22.02.1998;     28,21
01.03.1998;     28,19
08.03.1998;     28,20
15.03.1998;     28,20
22.03.1998;     28,22
01.04.1998;     28,26
08.04.1998;     28,26
15.04.1998;     28,28
22.04.1998;     28,28
01.05.1998;     28,27
08.05.1998;     28,27
15.05.1998;     28,27
22.05.1998;     28,25
01.06.1998;     28,22
08.06.1998;     28,18
15.06.1998;     28,16
22.06.1998;     28,19
01.07.1998;     28,12
08.07.1998;     28,13
15.07.1998;     28,11
22.07.1998;     28,08
01.08.1998;     28,06
08.08.1998;     28,04
15.08.1998;     28,03
22.08.1998;     28,02
01.09.1998;     28,00
08.09.1998;     28,00
15.09.1998;     28,00
22.09.1998;     27,99
01.10.1998;     27,98
08.10.1998;     27,98
15.10.1998;     27,98
22.10.1998;     27,98
01.11.1998;     28,00
08.11.1998;     28,14
15.11.1998;     28,22
22.11.1998;     28,26
01.12.1998;     28,28
08.12.1998;     28,30
15.12.1998;     28,31
22.12.1998;     28,34
01.01.1999;     28,37
08.01.1999;     28,37
15.01.1999;     28,40
22.01.1999;     28,40
01.02.1999;     28,41
08.02.1999;     28,45
15.02.1999;     28,45
22.02.1999;     28,48
01.03.1999;     28,51
08.03.1999;     28,58
15.03.1999;     28,65
22.03.1999;     28,67
01.04.1999;     28,69
08.04.1999;     28,69
15.04.1999;     28,68
22.04.1999;     28,66
01.05.1999;     28,64
08.05.1999;     28,62
15.05.1999;     28,62
22.05.1999;     28,58
01.06.1999;     28,53
08.06.1999;     28,52
15.06.1999;     28,52
22.06.1999;     28,51
01.07.1999;     28,51
08.07.1999;     28,44
15.07.1999;     28,42
22.07.1999;     28,38
01.08.1999;     28,35
08.08.1999;     28,33
15.08.1999;     28,31
22.08.1999;     28,30
01.09.1999;     28,27
08.09.1999;     28,24
15.09.1999;     28,23
22.09.1999;     28,21
01.10.1999;     28,18
08.10.1999;     28,17
15.10.1999;     28,17
22.10.1999;     28,19
01.11.1999;     28,14
08.11.1999;     28,13
15.11.1999;     28,13
22.11.1999;     28,12
01.12.1999;     28,13
08.12.1999;     28,15
15.12.1999;     28,12
22.12.1999;     28,16
01.01.2000;     28,24
08.01.2000;     28,22
15.01.2000;     28,19
22.01.2000;     28,19
01.02.2000;     28,20
08.02.2000;     28,25
15.02.2000;     28,26
22.02.2000;     28,30
01.03.2000;     28,34
08.03.2000;     28,37
15.03.2000;     28,38
22.03.2000;     28,45
01.04.2000;     28,47
08.04.2000;     28,48
15.04.2000;     28,49
22.04.2000;     28,53
01.05.2000;     28,46
08.05.2000;     28,44
15.05.2000;     28,41
22.05.2000;     28,37
01.06.2000;     28,32
08.06.2000;     28,28
15.06.2000;     28,26
22.06.2000;     28,24
01.07.2000;     28,23
08.07.2000;     28,21
15.07.2000;     28,19
22.07.2000;     28,18
01.08.2000;     28,17
08.08.2000;     28,15
15.08.2000;     28,15
22.08.2000;     28,14
01.09.2000;     28,13
08.09.2000;     28,12
15.09.2000;     28,13
22.09.2000;     28,11
01.10.2000;     28,10
08.10.2000;     28,13
15.10.2000;     28,08
22.10.2000;     28,09
01.11.2000;     28,09
08.11.2000;     28,08
15.11.2000;     28,08
22.11.2000;     28,09
01.12.2000;     28,08
08.12.2000;     28,08
15.12.2000;     28,08
22.12.2000;     28,09
01.01.2001;     28,08
08.01.2001;     28,08
15.01.2001;     28,09
22.01.2001;     28,11
01.02.2001;     28,13
08.02.2001;     28,15
15.02.2001;     28,19
22.02.2001;     28,22
01.03.2001;     28,25
08.03.2001;     28,28
15.03.2001;     28,29
22.03.2001;     28,30
01.04.2001;     28,34
08.04.2001;     28,38
15.04.2001;     28,38
22.04.2001;     28,39
01.05.2001;     28,40
08.05.2001;     28,40
15.05.2001;     28,37
22.05.2001;     28,34
01.06.2001;     28,31
08.06.2001;     28,27
15.06.2001;     28,25
22.06.2001;     28,23
01.07.2001;     28,21
08.07.2001;     28,20
15.07.2001;     28,18
22.07.2001;     28,15
01.08.2001;     28,14
08.08.2001;     28,13
15.08.2001;     28,13
22.08.2001;     28,12
01.09.2001;     28,13
08.09.2001;     28,13
15.09.2001;     28,14
22.09.2001;     28,13
01.10.2001;     28,14
08.10.2001;     28,22
15.10.2001;     28,25
22.10.2001;     28,27
01.11.2001;     28,29
08.11.2001;     28,29
15.11.2001;     28,29
22.11.2001;     28,30
01.12.2001;     28,29
08.12.2001;     28,30
15.12.2001;     28,31
22.12.2001;     28,33
01.01.2002;     28,31
08.01.2002;     28,34
15.01.2002;     28,38
22.01.2002;     28,40
01.02.2002;     28,42
08.02.2002;     28,45
15.02.2002;     28,51
22.02.2002;     28,57
01.03.2002;     28,63
08.03.2002;     28,66
15.03.2002;     28,69
22.03.2002;     28,71
01.04.2002;     28,75
08.04.2002;     28,75
15.04.2002;     28,74
22.04.2002;     28,73
01.05.2002;     28,73
08.05.2002;     28,72
15.05.2002;     28,72
22.05.2002;     28,70
01.06.2002;     28,65
08.06.2002;     28,62
15.06.2002;     28,58
22.06.2002;     28,54
01.07.2002;     28,52
08.07.2002;     28,48
15.07.2002;     28,45
22.07.2002;     28,44
01.08.2002;     28,44
08.08.2002;     28,43
15.08.2002;     28,43
22.08.2002;     28,42
01.09.2002;     28,37
08.09.2002;     28,36
15.09.2002;     28,34
22.09.2002;     28,33
01.10.2002;     28,32
08.10.2002;     28,32
15.10.2002;     28,33
22.10.2002;     28,33
01.11.2002;     28,36
08.11.2002;     28,40
15.11.2002;     28,47
22.11.2002;     28,51
01.12.2002;     28,60
08.12.2002;     28,58
15.12.2002;     28,59
22.12.2002;     28,61
01.01.2003;     28,63
08.01.2003;     28,65
15.01.2003;     28,67
22.01.2003;     28,70
01.02.2003;     28,72
08.02.2003;     28,71
15.02.2003;     28,72
22.02.2003;     28,71
01.03.2003;     28,70
08.03.2003;     28,69
15.03.2003;     28,71
22.03.2003;     28,72
01.04.2003;     28,71
08.04.2003;     28,69
15.04.2003;     28,65
22.04.2003;     28,63
01.05.2003;     28,61
08.05.2003;     28,58
15.05.2003;     28,54
22.05.2003;     28,50
01.06.2003;     28,46
08.06.2003;     28,42
15.06.2003;     28,38
22.06.2003;     28,35
01.07.2003;     28,33
08.07.2003;     28,30
15.07.2003;     28,28
22.07.2003;     28,26
01.08.2003;     28,24
08.08.2003;     28,22
15.08.2003;     28,20
22.08.2003;     28,17
01.09.2003;     28,15
08.09.2003;     28,13
15.09.2003;     28,12
22.09.2003;     28,11
01.10.2003;     28,10
08.10.2003;     28,09
15.10.2003;     28,09
22.10.2003;     28,07
01.11.2003;     28,07
08.11.2003;     28,06
15.11.2003;     28,06
22.11.2003;     28,06
01.12.2003;     28,05
08.12.2003;     28,06
15.12.2003;     28,06
22.12.2003;     28,07
01.01.2004;     28,07
08.01.2004;     28,09
15.01.2004;     28,12
22.01.2004;     28,14
01.02.2004;     28,21
08.02.2004;     28,29
15.02.2004;     28,34
22.02.2004;     28,37
01.03.2004;     28,41
08.03.2004;     28,42
15.03.2004;     28,43
22.03.2004;     28,42
01.04.2004;     28,42
08.04.2004;     28,41
15.04.2004;     28,40
22.04.2004;     28,38
01.05.2004;     28,36
08.05.2004;     28,34
15.05.2004;     28,32
22.05.2004;     28,30
01.06.2004;     28,27
08.06.2004;     28,25
15.06.2004;     28,24
22.06.2004;     28,22
01.07.2004;     28,21
08.07.2004;     28,19
15.07.2004;     28,20
22.07.2004;     28,19
01.08.2004;     28,19
08.08.2004;     28,19
15.08.2004;     28,17
22.08.2004;     28,15
01.09.2004;     28,14
08.09.2004;     28,13
15.09.2004;     28,12
22.09.2004;     28,11
01.10.2004;     28,10
08.10.2004;     28,09
15.10.2004;     28,09
22.10.2004;     28,08
01.11.2004;     28,08
08.11.2004;     28,08
15.11.2004;     28,07
22.11.2004;     28,07
01.12.2004;     28,07
08.12.2004;     28,08
15.12.2004;     28,09
22.12.2004;     28,08
01.01.2005;     28,08
08.01.2005;     28,09
15.01.2005;     28,08
22.01.2005;     28,10
01.02.2005;     28,12
08.02.2005;     28,14
15.02.2005;     28,18
22.02.2005;     28,22
01.03.2005;     28,27
08.03.2005;     28,29
15.03.2005;     28,31
22.03.2005;     28,33
01.04.2005;     28,35
08.04.2005;     28,36
15.04.2005;     28,37
22.04.2005;     28,37
01.05.2005;     28,34
08.05.2005;     28,33
15.05.2005;     28,33
22.05.2005;     28,32
01.06.2005;     28,30
08.06.2005;     28,29
15.06.2005;     28,28
22.06.2005;     28,25
01.07.2005;     28,23
08.07.2005;     28,23
15.07.2005;     28,22
22.07.2005;     28,22
01.08.2005;     28,24
08.08.2005;     28,25
15.08.2005;     28,25
22.08.2005;     28,25
01.09.2005;     28,22
08.09.2005;     28,19
15.09.2005;     28,17
22.09.2005;     28,16
01.10.2005;     28,14
08.10.2005;     28,12
15.10.2005;     28,11
22.10.2005;     28,12
01.11.2005;     28,10
08.11.2005;     28,09
15.11.2005;     28,09
22.11.2005;     28,10
01.12.2005;     28,10
08.12.2005;     28,10
15.12.2005;     28,11
22.12.2005;     28,12
01.01.2006;     28,13
08.01.2006;     28,14
15.01.2006;     28,15
22.01.2006;     28,17
01.02.2006;     28,18
08.02.2006;     28,19
15.02.2006;     28,24
22.02.2006;     28,26
01.03.2006;     28,33
08.03.2006;     28,36
15.03.2006;     28,37
22.03.2006;     28,40
01.04.2006;     28,43
08.04.2006;     28,46
15.04.2006;     28,49
22.04.2006;     28,50
01.05.2006;     28,52
08.05.2006;     28,52
15.05.2006;     28,50
22.05.2006;     28,47
01.06.2006;     28,45
08.06.2006;     28,43
15.06.2006;     28,41
22.06.2006;     28,38
01.07.2006;     28,36
08.07.2006;     28,33
15.07.2006;     28,31
22.07.2006;     28,28
01.08.2006;     28,25
08.08.2006;     28,22
15.08.2006;     28,20
22.08.2006;     28,18
01.09.2006;     28,17
08.09.2006;     28,16
15.09.2006;     28,15
22.09.2006;     28,13
01.10.2006;     28,11
08.10.2006;     28,10
15.10.2006;     28,08
22.10.2006;     28,07
01.11.2006;     28,07
08.11.2006;     28,06
15.11.2006;     28,06
22.11.2006;     28,05
01.12.2006;     28,04
08.12.2006;     28,03
15.12.2006;     28,04
22.12.2006;     28,03
01.01.2007;     28,03
08.01.2007;     28,03
15.01.2007;     28,03
22.01.2007;     28,08
01.02.2007;     28,15
08.02.2007;     28,19
15.02.2007;     28,22
22.02.2007;     28,27
03.03.2007;     28,32
10.03.2007;     28,38
17.03.2007;     28,39
24.03.2007;     28,42
01.04.2007;     28,44
08.04.2007;     28,45
15.04.2007;     28,46
22.04.2007;     28,45
02.05.2007;     28,39
09.05.2007;     28,39
16.05.2007;     28,39
23.05.2007;     28,40
01.06.2007;     28,40
08.06.2007;     28,41
16.06.2007;     28,39
22.06.2007;     28,44
01.07.2007;     28,54
08.07.2007;     28,55
15.07.2007;     28,56
22.07.2007;     28,57
01.08.2007;     28,63
08.08.2007;     28,70
15.08.2007;     28,67
24.08.2007;     28,64
01.09.2007;     28,62
08.09.2007;     28,60
15.09.2007;     28,57
22.09.2007;     28,54
01.10.2007;     28,56
07.10.2007;     28,58
14.10.2007;     28,57
21.10.2007;     28,55
02.11.2007;     28,49
08.11.2007;     28,52
15.11.2007;     28,53
22.11.2007;     28,55
01.12.2007;     28,57
08.12.2007;     28,59
15.12.2007;     28,61
22.12.2007;     28,64
01.01.2008;     28,63
09.01.2008;     28,63
16.01.2008;     28,62
23.01.2008;     28,77
02.02.2008;     28,96
09.02.2008;     28,97
16.02.2008;     28,96
23.02.2008;     28,95
01.03.2008;     28,95
08.03.2008;     28,95
15.03.2008;     28,96
22.03.2008;     28,98
01.04.2008;     28,98
08.04.2008;     29,01
15.04.2008;     29,03
22.04.2008;     29,05
01.05.2008;     29,01
08.05.2008;     28,97
15.05.2008;     28,91
22.05.2008;     28,85
01.06.2008;     28,78
08.06.2008;     28,72
15.06.2008;     28,67
22.06.2008;     28,63
01.07.2008;     28,58
08.07.2008;     28,54
15.07.2008;     28,52
22.07.2008;     28,50
01.08.2008;     28,47
08.08.2008;     28,45
15.08.2008;     28,41
22.08.2008;     28,40
01.09.2008;     28,39
08.09.2008;     28,37
15.09.2008;     28,36
22.09.2008;     28,34
01.10.2008;     28,32
08.10.2008;     28,31
15.10.2008;     28,31
22.10.2008;     28,31
01.11.2008;     28,30
09.11.2008;     28,33
15.11.2008;     28,32
22.11.2008;     28,33
01.12.2008;     28,36
08.12.2008;     28,39
15.12.2008;     28,43
22.12.2008;     28,45
01.01.2009;     28,46
08.01.2009;     28,45
15.01.2009;     28,46
22.01.2009;     28,46
01.02.2009;     28,45
08.02.2009;     28,46
15.02.2009;     28,45
22.02.2009;     28,47
01.03.2009;     28,49
08.03.2009;     28,52
15.03.2009;     28,55
22.03.2009;     28,59
01.04.2009;     28,60
08.04.2009;     28,58
15.04.2009;     28,57
22.04.2009;     28,56
01.05.2009;     28,51
08.05.2009;     28,46
15.05.2009;     28,43
22.05.2009;     28,39
01.06.2009;     28,36
08.06.2009;     28,33
15.06.2009;     28,32
22.06.2009;     28,31
01.07.2009;     28,29
08.07.2009;     28,27
15.07.2009;     28,24
21.07.2009;     28,24
01.08.2009;     28,22
08.08.2009;     28,20
15.08.2009;     28,18
22.08.2009;     28,17
01.09.2009;     28,14
