Messstelle 3139 1801, Grundwasserstand in m über NHN16
 
15.12.1978;     25,34
22.12.1978;     25,35
01.01.1979;     25,53
08.01.1979;     25,51
15.01.1979;     25,49
22.01.1979;     25,46
01.02.1979;     25,42
08.02.1979;     25,43
15.02.1979;     25,44
22.02.1979;     25,44
01.03.1979;     25,45
08.03.1979;     25,90
15.03.1979;     26,09
22.03.1979;     26,22
01.04.1979;     26,19
08.04.1979;     26,07
15.04.1979;     25,95
22.04.1979;     25,82
01.05.1979;     25,69
08.05.1979;     25,63
15.05.1979;     25,63
22.05.1979;     25,58
01.06.1979;     25,45
08.06.1979;     25,43
15.06.1979;     25,41
22.06.1979;     25,40
01.07.1979;     25,37
08.07.1979;     25,33
15.07.1979;     25,30
22.07.1979;     25,26
01.08.1979;     25,27
08.08.1979;     25,31
15.08.1979;     25,35
22.08.1979;     25,37
01.09.1979;     25,28
08.09.1979;     25,25
15.09.1979;     25,22
22.09.1979;     25,19
01.10.1979;     25,15
08.10.1979;     25,13
15.10.1979;     25,12
22.10.1979;     25,11
01.11.1979;     25,07
08.11.1979;     25,11
15.11.1979;     25,15
22.11.1979;     25,19
01.12.1979;     25,21
08.12.1979;     25,31
15.12.1979;     25,41
22.12.1979;     25,51
01.01.1980;     25,51
08.01.1980;     25,45
15.01.1980;     25,40
22.01.1980;     25,35
01.02.1980;     25,27
08.02.1980;     25,41
15.02.1980;     25,54
22.02.1980;     25,66
01.03.1980;     25,57
08.03.1980;     25,48
15.03.1980;     25,45
22.03.1980;     25,42
01.04.1980;     25,44
08.04.1980;     25,46
15.04.1980;     25,48
22.04.1980;     25,50
01.05.1980;     25,59
08.05.1980;     25,67
15.05.1980;     25,60
22.05.1980;     25,55
01.06.1980;     25,49
08.06.1980;     25,44
15.06.1980;     25,54
22.06.1980;     25,65
01.07.1980;     25,70
08.07.1980;     25,77
15.07.1980;     25,72
22.07.1980;     25,67
01.08.1980;     25,52
08.08.1980;     25,50
15.08.1980;     25,48
22.08.1980;     25,47
01.09.1980;     25,43
08.09.1980;     25,39
15.09.1980;     25,36
22.09.1980;     25,34
01.10.1980;     25,32
08.10.1980;     25,31
15.10.1980;     25,30
22.10.1980;     25,28
01.11.1980;     25,30
08.11.1980;     25,32
15.11.1980;     25,37
22.11.1980;     25,43
01.12.1980;     25,42
08.12.1980;     25,41
15.12.1980;     25,45
22.12.1980;     25,50
01.01.1981;     25,64
08.01.1981;     25,73
15.01.1981;     25,67
22.01.1981;     25,60
01.02.1981;     25,70
08.02.1981;     25,81
15.02.1981;     25,74
22.02.1981;     25,66
01.03.1981;     25,61
08.03.1981;     25,57
15.03.1981;     26,19
22.03.1981;     26,14
01.04.1981;     26,05
08.04.1981;     25,95
15.04.1981;     25,85
22.04.1981;     25,75
01.05.1981;     25,66
08.05.1981;     25,61
15.05.1981;     25,55
22.05.1981;     25,50
01.06.1981;     25,55
08.06.1981;     25,58
15.06.1981;     25,59
22.06.1981;     25,60
01.07.1981;     25,51
08.07.1981;     25,43
15.07.1981;     25,38
22.07.1981;     25,33
01.08.1981;     25,33
08.08.1981;     25,32
15.08.1981;     25,33
22.08.1981;     25,33
01.09.1981;     25,35
08.09.1981;     25,37
15.09.1981;     25,30
22.09.1981;     25,23
01.10.1981;     25,27
08.10.1981;     25,32
15.10.1981;     25,33
22.10.1981;     25,34
01.11.1981;     25,50
08.11.1981;     25,71
15.11.1981;     25,65
22.11.1981;     25,58
01.12.1981;     25,65
08.12.1981;     25,75
15.12.1981;     25,65
22.12.1981;     25,56
01.01.1982;     25,68
08.01.1982;     25,82
15.01.1982;     25,69
22.01.1982;     25,57
01.02.1982;     25,55
08.02.1982;     25,52
15.02.1982;     25,49
22.02.1982;     25,46
01.03.1982;     25,51
08.03.1982;     25,58
15.03.1982;     25,64
22.03.1982;     25,70
01.04.1982;     25,59
08.04.1982;     25,48
15.04.1982;     25,45
22.04.1982;     25,42
01.05.1982;     25,42
08.05.1982;     25,42
15.05.1982;     25,43
22.05.1982;     25,43
01.06.1982;     25,41
08.06.1982;     25,39
15.06.1982;     25,35
22.06.1982;     25,30
01.07.1982;     25,29
08.07.1982;     25,28
15.07.1982;     25,24
22.07.1982;     25,19
01.08.1982;     25,16
08.08.1982;     25,11
15.08.1982;     25,14
22.08.1982;     25,16
01.09.1982;     25,17
08.09.1982;     25,18
15.09.1982;     25,14
22.09.1982;     25,10
01.10.1982;     25,09
08.10.1982;     25,07
15.10.1982;     25,07
22.10.1982;     25,06
01.11.1982;     25,06
08.11.1982;     25,05
15.11.1982;     25,04
22.11.1982;     25,03
01.12.1982;     25,03
08.12.1982;     25,04
15.12.1982;     25,05
22.12.1982;     25,06
01.01.1983;     25,11
08.01.1983;     25,16
15.01.1983;     25,21
22.01.1983;     25,27
01.02.1983;     25,35
08.02.1983;     25,43
15.02.1983;     25,40
22.02.1983;     25,38
01.03.1983;     25,34
08.03.1983;     25,30
15.03.1983;     25,30
22.03.1983;     25,29
01.04.1983;     25,36
08.04.1983;     25,53
15.04.1983;     25,66
22.04.1983;     25,78
01.05.1983;     25,76
08.05.1983;     25,73
15.05.1983;     25,76
22.05.1983;     25,80
01.06.1983;     25,65
08.06.1983;     25,50
15.06.1983;     25,43
22.06.1983;     25,36
01.07.1983;     25,32
08.07.1983;     25,28
15.07.1983;     25,25
22.07.1983;     25,22
01.08.1983;     25,22
08.08.1983;     25,22
15.08.1983;     25,20
22.08.1983;     25,18
01.09.1983;     25,17
08.09.1983;     25,16
15.09.1983;     25,16
22.09.1983;     25,16
01.10.1983;     25,17
08.10.1983;     25,18
15.10.1983;     25,19
22.10.1983;     25,20
01.11.1983;     25,18
08.11.1983;     25,16
15.11.1983;     25,14
22.11.1983;     25,12
01.12.1983;     25,16
08.12.1983;     25,20
15.12.1983;     25,23
22.12.1983;     25,26
01.01.1984;     25,40
08.01.1984;     25,55
15.01.1984;     25,69
22.01.1984;     25,82
01.02.1984;     25,80
08.02.1984;     25,77
15.02.1984;     25,74
22.02.1984;     25,70
01.03.1984;     25,66
08.03.1984;     25,61
15.03.1984;     25,55
22.03.1984;     25,49
01.04.1984;     25,51
08.04.1984;     25,53
15.04.1984;     25,56
22.04.1984;     25,59
01.05.1984;     25,61
08.05.1984;     25,64
15.05.1984;     25,66
22.05.1984;     25,67
01.06.1984;     25,69
08.06.1984;     25,71
15.06.1984;     25,73
22.06.1984;     25,75
01.07.1984;     25,70
08.07.1984;     25,66
15.07.1984;     25,61
22.07.1984;     25,57
01.08.1984;     25,51
08.08.1984;     25,45
15.08.1984;     25,41
22.08.1984;     25,36
01.09.1984;     25,40
08.09.1984;     25,43
15.09.1984;     25,45
22.09.1984;     25,48
01.10.1984;     25,42
08.10.1984;     25,36
15.10.1984;     25,31
22.10.1984;     25,28
01.11.1984;     25,28
08.11.1984;     25,26
15.11.1984;     25,24
22.11.1984;     25,23
01.12.1984;     25,35
08.12.1984;     25,44
15.12.1984;     25,38
22.12.1984;     25,33
01.01.1985;     25,33
08.01.1985;     25,32
15.01.1985;     25,30
22.01.1985;     25,29
01.02.1985;     25,33
08.02.1985;     25,37
15.02.1985;     25,40
22.02.1985;     25,42
01.03.1985;     25,42
08.03.1985;     25,42
15.03.1985;     25,41
22.03.1985;     25,41
01.04.1985;     25,48
08.04.1985;     25,54
15.04.1985;     25,58
22.04.1985;     25,62
01.05.1985;     25,58
08.05.1985;     25,54
15.05.1985;     25,51
22.05.1985;     25,49
01.06.1985;     25,48
08.06.1985;     25,47
15.06.1985;     25,46
22.06.1985;     25,45
01.07.1985;     25,44
08.07.1985;     25,42
15.07.1985;     25,39
22.07.1985;     25,38
01.08.1985;     25,29
08.08.1985;     25,24
15.08.1985;     25,30
22.08.1985;     25,39
01.09.1985;     25,34
08.09.1985;     25,31
15.09.1985;     25,28
22.09.1985;     25,25
01.10.1985;     25,24
08.10.1985;     25,21
15.10.1985;     25,20
22.10.1985;     25,18
01.11.1985;     25,19
08.11.1985;     25,15
15.11.1985;     25,18
22.11.1985;     25,16
01.12.1985;     25,18
08.12.1985;     25,22
15.12.1985;     25,41
22.12.1985;     25,39
01.01.1986;     25,49
08.01.1986;     25,52
15.01.1986;     25,61
22.01.1986;     25,80
01.02.1986;     25,69
08.02.1986;     25,54
15.02.1986;     25,46
22.02.1986;     25,48
01.03.1986;     25,33
08.03.1986;     25,32
15.03.1986;     25,35
22.03.1986;     25,41
01.04.1986;     25,57
08.04.1986;     25,63
15.04.1986;     25,58
22.04.1986;     25,56
01.05.1986;     25,59
08.05.1986;     25,58
15.05.1986;     25,65
22.05.1986;     25,67
01.06.1986;     25,84
08.06.1986;     25,92
15.06.1986;     25,80
22.06.1986;     25,66
01.07.1986;     25,51
08.07.1986;     25,42
15.07.1986;     25,42
22.07.1986;     25,42
01.08.1986;     25,44
08.08.1986;     25,39
15.08.1986;     25,38
22.08.1986;     25,54
01.09.1986;     25,47
08.09.1986;     25,42
15.09.1986;     25,40
22.09.1986;     25,37
01.10.1986;     25,35
08.10.1986;     25,34
15.10.1986;     25,32
22.10.1986;     25,33
01.11.1986;     25,24
08.11.1986;     25,23
15.11.1986;     25,22
22.11.1986;     25,20
01.12.1986;     25,22
08.12.1986;     25,27
15.12.1986;     25,35
22.12.1986;     25,40
01.01.1987;     26,01
08.01.1987;     25,99
15.01.1987;     25,95
22.01.1987;     25,85
01.02.1987;     25,99
08.02.1987;     25,96
15.02.1987;     25,95
22.02.1987;     25,92
01.03.1987;     25,89
08.03.1987;     25,83
15.03.1987;     25,64
22.03.1987;     25,43
01.04.1987;     25,64
08.04.1987;     25,86
15.04.1987;     25,79
22.04.1987;     25,66
01.05.1987;     25,66
08.05.1987;     25,64
15.05.1987;     25,62
22.05.1987;     25,61
01.06.1987;     25,52
08.06.1987;     25,55
15.06.1987;     25,58
22.06.1987;     25,58
01.07.1987;     25,51
08.07.1987;     25,45
15.07.1987;     25,37
22.07.1987;     25,49
01.08.1987;     25,56
08.08.1987;     25,62
15.08.1987;     25,61
22.08.1987;     25,60
01.09.1987;     25,53
08.09.1987;     25,46
15.09.1987;     25,45
22.09.1987;     25,47
01.10.1987;     25,49
08.10.1987;     25,39
15.10.1987;     25,36
22.10.1987;     25,34
01.11.1987;     25,37
08.11.1987;     25,31
15.11.1987;     25,49
22.11.1987;     25,64
01.12.1987;     25,56
08.12.1987;     25,54
15.12.1987;     25,49
22.12.1987;     25,58
01.01.1988;     25,76
08.01.1988;     25,72
15.01.1988;     25,69
22.01.1988;     25,67
01.02.1988;     25,76
08.02.1988;     25,85
15.02.1988;     25,85
22.02.1988;     25,85
01.03.1988;     26,01
08.03.1988;     25,99
15.03.1988;     26,00
22.03.1988;     26,06
01.04.1988;     25,88
08.04.1988;     25,85
15.04.1988;     25,69
22.04.1988;     25,68
01.05.1988;     25,60
08.05.1988;     25,50
15.05.1988;     25,50
22.05.1988;     25,49
01.06.1988;     25,51
08.06.1988;     25,53
15.06.1988;     25,57
22.06.1988;     25,61
01.07.1988;     25,57
08.07.1988;     25,51
15.07.1988;     25,44
22.07.1988;     25,41
01.08.1988;     25,36
08.08.1988;     25,29
15.08.1988;     25,27
22.08.1988;     25,26
01.09.1988;     25,26
08.09.1988;     25,31
15.09.1988;     25,32
22.09.1988;     25,32
01.10.1988;     25,31
08.10.1988;     25,31
15.10.1988;     25,30
22.10.1988;     25,29
01.11.1988;     25,25
08.11.1988;     25,23
15.11.1988;     25,20
22.11.1988;     25,20
01.12.1988;     25,25
08.12.1988;     25,27
15.12.1988;     25,31
22.12.1988;     25,33
01.01.1989;     25,39
08.01.1989;     25,35
15.01.1989;     25,33
22.01.1989;     25,30
01.02.1989;     25,26
08.02.1989;     25,20
15.02.1989;     25,35
22.02.1989;     25,41
01.03.1989;     25,35
08.03.1989;     25,34
15.03.1989;     25,33
22.03.1989;     25,32
01.04.1989;     25,27
08.04.1989;     25,33
15.04.1989;     25,37
22.04.1989;     25,39
01.05.1989;     25,39
08.05.1989;     25,39
15.05.1989;     25,40
22.05.1989;     25,41
01.06.1989;     25,37
08.06.1989;     25,36
15.06.1989;     25,35
22.06.1989;     25,34
01.07.1989;     25,30
08.07.1989;     25,30
15.07.1989;     25,26
22.07.1989;     25,24
01.08.1989;     25,31
08.08.1989;     25,29
15.08.1989;     25,33
22.08.1989;     25,36
01.09.1989;     25,30
08.09.1989;     25,25
15.09.1989;     25,22
22.09.1989;     25,17
01.10.1989;     25,19
08.10.1989;     25,23
15.10.1989;     25,24
22.10.1989;     25,25
01.11.1989;     25,35
08.11.1989;     25,33
15.11.1989;     25,30
22.11.1989;     25,26
01.12.1989;     25,27
08.12.1989;     25,29
15.12.1989;     25,33
22.12.1989;     25,41
01.01.1990;     25,56
08.01.1990;     25,46
15.01.1990;     25,44
22.01.1990;     25,37
01.02.1990;     25,53
08.02.1990;     25,52
15.02.1990;     25,52
22.02.1990;     25,51
01.03.1990;     25,55
08.03.1990;     25,57
15.03.1990;     25,60
22.03.1990;     25,61
01.04.1990;     25,57
08.04.1990;     25,51
15.04.1990;     25,51
22.04.1990;     25,52
01.05.1990;     25,46
08.05.1990;     25,46
15.05.1990;     25,45
22.05.1990;     25,44
01.06.1990;     25,49
08.06.1990;     25,49
15.06.1990;     25,52
22.06.1990;     25,51
01.07.1990;     25,44
08.07.1990;     25,42
15.07.1990;     25,37
22.07.1990;     25,34
01.08.1990;     25,35
08.08.1990;     25,37
15.08.1990;     25,42
22.08.1990;     25,43
01.09.1990;     25,45
08.09.1990;     25,48
15.09.1990;     25,49
22.09.1990;     25,50
01.10.1990;     25,38
08.10.1990;     25,34
15.10.1990;     25,33
22.10.1990;     25,29
01.11.1990;     25,26
08.11.1990;     25,25
15.11.1990;     25,34
22.11.1990;     25,40
01.12.1990;     25,51
08.12.1990;     25,54
15.12.1990;     25,58
22.12.1990;     25,73
01.01.1991;     25,72
08.01.1991;     25,72
15.01.1991;     25,62
22.01.1991;     25,52
01.02.1991;     25,43
08.02.1991;     25,40
15.02.1991;     25,36
22.02.1991;     25,37
01.03.1991;     25,45
08.03.1991;     25,48
15.03.1991;     25,49
22.03.1991;     25,50
01.04.1991;     25,49
08.04.1991;     25,48
15.04.1991;     25,47
22.04.1991;     25,45
01.05.1991;     25,45
08.05.1991;     25,46
15.05.1991;     25,49
22.05.1991;     25,54
01.06.1991;     25,50
08.06.1991;     25,50
15.06.1991;     25,50
22.06.1991;     25,49
01.07.1991;     25,45
08.07.1991;     25,41
15.07.1991;     25,35
22.07.1991;     25,29
01.08.1991;     25,29
08.08.1991;     25,31
15.08.1991;     25,35
22.08.1991;     25,38
01.09.1991;     25,35
08.09.1991;     25,31
15.09.1991;     25,26
22.09.1991;     25,29
01.10.1991;     25,31
08.10.1991;     25,35
15.10.1991;     25,33
22.10.1991;     25,34
01.11.1991;     25,40
08.11.1991;     25,42
15.11.1991;     25,45
22.11.1991;     25,43
01.12.1991;     25,36
08.12.1991;     25,32
15.12.1991;     25,28
22.12.1991;     25,41
01.01.1992;     25,47
08.01.1992;     25,53
15.01.1992;     25,52
22.01.1992;     25,62
01.02.1992;     25,59
08.02.1992;     25,60
15.02.1992;     25,64
22.02.1992;     25,70
01.03.1992;     25,67
08.03.1992;     25,65
15.03.1992;     25,68
22.03.1992;     25,72
01.04.1992;     25,91
08.04.1992;     25,82
15.04.1992;     25,76
22.04.1992;     25,72
01.05.1992;     25,74
08.05.1992;     25,65
15.05.1992;     25,65
22.05.1992;     25,64
01.06.1992;     25,48
08.06.1992;     25,45
15.06.1992;     25,42
22.06.1992;     25,36
01.07.1992;     25,35
08.07.1992;     25,33
15.07.1992;     25,31
22.07.1992;     25,34
01.08.1992;     25,35
08.08.1992;     25,35
15.08.1992;     25,34
22.08.1992;     25,34
01.09.1992;     25,44
08.09.1992;     25,48
15.09.1992;     25,43
22.09.1992;     25,41
01.10.1992;     25,33
08.10.1992;     25,30
15.10.1992;     25,29
22.10.1992;     25,28
01.11.1992;     25,36
08.11.1992;     25,42
15.11.1992;     25,46
22.11.1992;     25,52
01.12.1992;     25,65
08.12.1992;     25,75
15.12.1992;     25,82
22.12.1992;     25,92
01.01.1993;     25,81
08.01.1993;     25,87
15.01.1993;     25,93
22.01.1993;     26,01
01.02.1993;     25,87
08.02.1993;     25,87
15.02.1993;     25,86
22.02.1993;     25,93
01.03.1993;     25,87
08.03.1993;     25,83
15.03.1993;     25,79
22.03.1993;     25,75
01.04.1993;     25,68
08.04.1993;     25,63
15.04.1993;     25,60
22.04.1993;     25,60
01.05.1993;     25,58
08.05.1993;     25,55
15.05.1993;     25,51
22.05.1993;     25,48
01.06.1993;     25,51
08.06.1993;     25,59
15.06.1993;     25,65
22.06.1993;     25,73
01.07.1993;     25,68
08.07.1993;     25,66
15.07.1993;     25,48
22.07.1993;     25,45
01.08.1993;     25,54
08.08.1993;     25,66
15.08.1993;     25,67
22.08.1993;     25,59
01.09.1993;     25,56
08.09.1993;     25,51
15.09.1993;     25,68
22.09.1993;     25,77
01.10.1993;     25,71
08.10.1993;     25,62
15.10.1993;     25,57
22.10.1993;     25,53
01.11.1993;     25,48
08.11.1993;     25,47
15.11.1993;     25,45
22.11.1993;     25,52
01.12.1993;     25,64
08.12.1993;     25,69
15.12.1993;     25,78
22.12.1993;     25,82
01.01.1994;     25,94
08.01.1994;     26,08
15.01.1994;     26,05
22.01.1994;     26,02
01.02.1994;     26,46
08.02.1994;     26,33
15.02.1994;     26,12
22.02.1994;     26,08
01.03.1994;     26,11
08.03.1994;     26,15
15.03.1994;     26,22
22.03.1994;     26,40
01.04.1994;     26,35
08.04.1994;     26,23
15.04.1994;     26,14
22.04.1994;     26,20
01.05.1994;     26,07
08.05.1994;     25,99
15.05.1994;     25,88
22.05.1994;     25,76
01.06.1994;     25,79
08.06.1994;     25,84
15.06.1994;     25,86
22.06.1994;     25,74
01.07.1994;     25,65
08.07.1994;     25,58
15.07.1994;     25,53
22.07.1994;     25,43
01.08.1994;     25,36
08.08.1994;     25,30
15.08.1994;     25,30
22.08.1994;     25,38
01.09.1994;     25,59
08.09.1994;     25,65
15.09.1994;     25,70
22.09.1994;     25,82
01.10.1994;     25,67
08.10.1994;     25,68
15.10.1994;     25,70
22.10.1994;     25,58
01.11.1994;     25,63
08.11.1994;     25,67
15.11.1994;     25,75
22.11.1994;     25,84
01.12.1994;     25,79
08.12.1994;     25,80
15.12.1994;     25,81
22.12.1994;     25,81
01.01.1995;     25,83
08.01.1995;     25,88
15.01.1995;     25,86
22.01.1995;     25,95
01.02.1995;     26,21
08.02.1995;     26,25
15.02.1995;     26,30
22.02.1995;     26,34
01.03.1995;     26,19
08.03.1995;     26,05
15.03.1995;     26,02
22.03.1995;     26,00
01.04.1995;     26,10
08.04.1995;     26,11
15.04.1995;     26,07
22.04.1995;     26,02
01.05.1995;     25,87
08.05.1995;     25,83
15.05.1995;     25,77
22.05.1995;     25,73
01.06.1995;     25,75
08.06.1995;     25,79
15.06.1995;     25,74
22.06.1995;     25,67
01.07.1995;     25,63
08.07.1995;     25,57
15.07.1995;     25,49
22.07.1995;     25,42
01.08.1995;     25,34
08.08.1995;     25,39
15.08.1995;     25,24
22.08.1995;     25,17
01.09.1995;     25,18
08.09.1995;     25,21
15.09.1995;     25,29
22.09.1995;     25,32
01.10.1995;     25,36
08.10.1995;     25,33
15.10.1995;     25,30
22.10.1995;     25,27
01.11.1995;     25,35
08.11.1995;     25,37
15.11.1995;     25,41
22.11.1995;     25,43
01.12.1995;     25,43
08.12.1995;     25,44
15.12.1995;     25,44
22.12.1995;     25,46
01.01.1996;     25,47
08.01.1996;     25,48
15.01.1996;     25,47
22.01.1996;     25,43
01.02.1996;     25,33
08.02.1996;     25,30
15.02.1996;     25,25
22.02.1996;     25,38
01.03.1996;     25,43
08.03.1996;     25,47
15.03.1996;     25,49
22.03.1996;     25,52
01.04.1996;     25,52
08.04.1996;     25,52
15.04.1996;     25,53
22.04.1996;     25,53
01.05.1996;     25,50
08.05.1996;     25,55
15.05.1996;     25,58
22.05.1996;     25,61
01.06.1996;     25,66
08.06.1996;     25,69
15.06.1996;     25,43
22.06.1996;     25,38
01.07.1996;     25,38
08.07.1996;     25,38
15.07.1996;     25,37
22.07.1996;     25,37
01.08.1996;     25,31
08.08.1996;     25,30
15.08.1996;     25,37
22.08.1996;     25,35
01.09.1996;     25,31
08.09.1996;     25,25
15.09.1996;     25,25
22.09.1996;     25,25
01.10.1996;     25,25
08.10.1996;     25,27
15.10.1996;     25,32
22.10.1996;     25,36
01.11.1996;     25,45
08.11.1996;     25,51
15.11.1996;     25,51
22.11.1996;     25,54
01.12.1996;     25,65
08.12.1996;     25,70
15.12.1996;     25,66
22.12.1996;     25,64
01.01.1997;     25,55
08.01.1997;     25,45
15.01.1997;     25,41
22.01.1997;     25,35
01.02.1997;     25,36
08.02.1997;     25,38
15.02.1997;     25,41
22.02.1997;     25,50
01.03.1997;     25,55
08.03.1997;     25,61
15.03.1997;     25,66
22.03.1997;     25,66
01.04.1997;     25,64
08.04.1997;     25,63
15.04.1997;     25,64
22.04.1997;     25,62
01.05.1997;     25,60
08.05.1997;     25,67
15.05.1997;     25,67
22.05.1997;     25,66
01.06.1997;     25,63
08.06.1997;     25,51
15.06.1997;     25,45
22.06.1997;     25,38
01.07.1997;     25,35
08.07.1997;     25,33
15.07.1997;     25,31
22.07.1997;     25,44
01.08.1997;     25,43
08.08.1997;     25,42
15.08.1997;     25,31
22.08.1997;     25,15
01.09.1997;     25,29
08.09.1997;     25,29
15.09.1997;     25,24
22.09.1997;     25,22
01.10.1997;     25,20
08.10.1997;     25,17
15.10.1997;     25,18
22.10.1997;     25,19
01.11.1997;     25,17
08.11.1997;     25,18
15.11.1997;     25,19
22.11.1997;     25,20
01.12.1997;     25,27
08.12.1997;     25,37
15.12.1997;     25,48
22.12.1997;     25,52
01.01.1998;     25,63
08.01.1998;     25,73
15.01.1998;     25,95
22.01.1998;     25,91
01.02.1998;     25,82
08.02.1998;     25,76
15.02.1998;     25,77
22.02.1998;     25,76
01.03.1998;     25,76
08.03.1998;     25,75
15.03.1998;     25,80
22.03.1998;     25,87
01.04.1998;     25,85
08.04.1998;     25,83
15.04.1998;     25,84
22.04.1998;     25,95
01.05.1998;     25,73
08.05.1998;     25,68
15.05.1998;     25,58
22.05.1998;     25,61
01.06.1998;     25,53
08.06.1998;     25,41
15.06.1998;     25,33
22.06.1998;     25,34
01.07.1998;     25,38
08.07.1998;     25,46
15.07.1998;     25,42
22.07.1998;     25,40
01.08.1998;     25,33
08.08.1998;     25,27
15.08.1998;     25,24
22.08.1998;     25,22
01.09.1998;     25,33
08.09.1998;     25,33
15.09.1998;     25,35
22.09.1998;     25,41
01.10.1998;     25,41
08.10.1998;     25,40
15.10.1998;     25,41
22.10.1998;     25,42
01.11.1998;     25,84
08.11.1998;     25,99
15.11.1998;     26,03
22.11.1998;     25,95
01.12.1998;     25,95
08.12.1998;     25,95
15.12.1998;     25,90
22.12.1998;     26,02
01.01.1999;     25,92
08.01.1999;     25,91
15.01.1999;     25,91
22.01.1999;     25,90
01.02.1999;     25,93
08.02.1999;     26,01
15.02.1999;     25,86
22.02.1999;     26,07
01.03.1999;     26,21
08.03.1999;     26,29
15.03.1999;     26,18
22.03.1999;     25,97
01.04.1999;     25,94
08.04.1999;     25,90
15.04.1999;     25,87
22.04.1999;     25,80
01.05.1999;     25,73
08.05.1999;     25,68
15.05.1999;     25,68
22.05.1999;     25,64
01.06.1999;     25,59
08.06.1999;     25,54
15.06.1999;     25,50
22.06.1999;     25,47
01.07.1999;     25,43
08.07.1999;     25,37
15.07.1999;     25,33
22.07.1999;     25,26
01.08.1999;     25,24
08.08.1999;     25,20
15.08.1999;     25,15
22.08.1999;     25,14
01.09.1999;     25,11
08.09.1999;     25,11
15.09.1999;     25,08
22.09.1999;     25,07
01.10.1999;     25,09
08.10.1999;     25,12
15.10.1999;     25,13
22.10.1999;     25,15
01.11.1999;     25,12
08.11.1999;     25,12
15.11.1999;     25,12
22.11.1999;     25,15
01.12.1999;     25,11
08.12.1999;     25,21
15.12.1999;     25,30
22.12.1999;     25,39
01.01.2000;     25,43
