Messstelle 3241 9819, Grundwasserstand in m über NHN92
 
15.12.2017;     28,47
22.12.2017;     28,51
01.01.2018;     28,40
08.01.2018;     28,52
15.01.2018;     28,47
22.01.2018;     28,45
01.02.2018;     28,51
08.02.2018;     28,44
15.02.2018;     28,33
22.02.2018;     28,31
01.03.2018;     28,21
08.03.2018;     28,17
15.03.2018;     28,17
22.03.2018;     28,16
01.04.2018;     28,24
08.04.2018;     28,35
15.04.2018;     28,37
22.04.2018;     28,36
01.05.2018;     28,25
08.05.2018;     28,16
15.05.2018;     28,10
22.05.2018;     28,03
01.06.2018;     27,89
08.06.2018;     27,81
15.06.2018;     27,81
22.06.2018;     27,72
01.07.2018;     27,67
08.07.2018;     27,63
15.07.2018;     27,61
22.07.2018;     27,56
01.08.2018;     27,55
08.08.2018;     27,55
15.08.2018;     27,50
22.08.2018;     27,47
01.09.2018;     27,44
08.09.2018;     27,42
15.09.2018;     27,38
22.09.2018;     27,36
01.10.2018;     27,35
08.10.2018;     27,34
15.10.2018;     27,34
22.10.2018;     27,35
01.11.2018;     27,36
08.11.2018;     27,35
15.11.2018;     27,37
22.11.2018;     27,37
01.12.2018;     27,38
08.12.2018;     27,39
15.12.2018;     27,41
22.12.2018;     27,41
01.01.2019;     27,46
08.01.2019;     27,48
15.01.2019;     27,53
22.01.2019;     27,56
01.02.2019;     27,57
08.02.2019;     27,56
15.02.2019;     27,61
22.02.2019;     27,63
01.03.2019;     27,64
08.03.2019;     27,64
15.03.2019;     27,67
22.03.2019;     27,74
01.04.2019;     27,74
08.04.2019;     27,74
15.04.2019;     27,74
22.04.2019;     27,72
01.05.2019;     27,71
08.05.2019;     27,69
15.05.2019;     27,66
22.05.2019;     27,64
01.06.2019;     27,62
08.06.2019;     27,53
15.06.2019;     27,50
22.06.2019;     27,49
01.07.2019;     27,41
08.07.2019;     27,40
15.07.2019;     27,37
22.07.2019;     27,35
01.08.2019;     27,35
08.08.2019;     27,29
15.08.2019;     27,29
22.08.2019;     27,26
01.09.2019;     27,22
08.09.2019;     27,21
15.09.2019;     27,18
22.09.2019;     27,16
01.10.2019;     27,18
08.10.2019;     27,27
15.10.2019;     27,33
22.10.2019;     27,38
01.11.2019;     27,44
08.11.2019;     27,51
15.11.2019;     27,53
22.11.2019;     27,54
01.12.2019;     27,56
08.12.2019;     27,58
15.12.2019;     27,61
22.12.2019;     27,63
01.01.2020;     27,65
08.01.2020;     27,66
15.01.2020;     27,67
22.01.2020;     27,69
01.02.2020;     27,72
08.02.2020;     27,72
15.02.2020;     27,72
22.02.2020;     27,79
01.03.2020;     27,77
08.03.2020;     27,90
15.03.2020;     27,95
22.03.2020;     27,95
01.04.2020;     27,94
08.04.2020;     27,93
15.04.2020;     27,71
22.04.2020;     27,89
01.05.2020;     27,84
08.05.2020;     27,82
15.05.2020;     27,79
22.05.2020;     27,73
01.06.2020;     27,64
08.06.2020;     27,62
15.06.2020;     27,60
22.06.2020;     27,75
01.07.2020;     27,70
08.07.2020;     27,66
15.07.2020;     27,60
22.07.2020;     27,56
01.08.2020;     27,50
08.08.2020;     27,45
15.08.2020;     27,37
22.08.2020;     27,37
01.09.2020;     27,34
08.09.2020;     27,34
15.09.2020;     27,30
22.09.2020;     27,29
01.10.2020;     27,31
08.10.2020;     27,34
15.10.2020;     27,34
22.10.2020;     27,40
01.11.2020;     27,51
08.11.2020;     27,51
15.11.2020;     27,54
22.11.2020;     27,55
01.12.2020;     27,56
08.12.2020;     27,56
15.12.2020;     27,56
22.12.2020;     27,55
01.01.2021;     27,58
08.01.2021;     27,58
15.01.2021;     27,60
22.01.2021;     27,65
01.02.2021;     27,70
08.02.2021;     27,77
15.02.2021;     27,77
22.02.2021;     27,84
01.03.2021;     27,83
08.03.2021;     27,85
15.03.2021;     27,84
22.03.2021;     27,89
01.04.2021;     27,89
08.04.2021;     27,89
15.04.2021;     27,88
22.04.2021;     27,92
01.05.2021;     27,85
08.05.2021;     27,85
15.05.2021;     27,95
22.05.2021;     27,94
01.06.2021;     27,91
08.06.2021;     27,82
15.06.2021;     27,72
22.06.2021;     27,58
01.07.2021;     27,81
08.07.2021;     27,80
15.07.2021;     27,83
22.07.2021;     27,74
01.08.2021;     27,67
08.08.2021;     27,56
15.08.2021;     27,52
22.08.2021;     27,54
01.09.2021;     27,60
08.09.2021;     27,54
15.09.2021;     27,65
22.09.2021;     27,59
01.10.2021;     27,53
08.10.2021;     27,53
15.10.2021;     27,55
22.10.2021;     27,56
01.11.2021;     27,56
08.11.2021;     27,67
15.11.2021;     27,70
22.11.2021;     27,74
01.12.2021;     27,74
08.12.2021;     27,74
15.12.2021;     27,75
22.12.2021;     27,77
01.01.2022;     27,82
08.01.2022;     27,92
15.01.2022;     27,93
22.01.2022;     27,92
01.02.2022;     27,93
08.02.2022;     28,00
15.02.2022;     28,03
22.02.2022;     28,07
01.03.2022;     28,12
08.03.2022;     28,08
15.03.2022;     28,09
22.03.2022;     28,05
01.04.2022;     28,00
08.04.2022;     27,95
15.04.2022;     27,95
22.04.2022;     27,95
