Messstelle 3140 0830, Grundwasserstand in m über NHN92
 
01.01.2010;     30,71
08.01.2010;     30,72
15.01.2010;     30,69
22.01.2010;     30,65
01.02.2010;     30,67
08.02.2010;     30,65
15.02.2010;     30,69
22.02.2010;     30,67
01.03.2010;     30,72
08.03.2010;     30,74
15.03.2010;     30,73
22.03.2010;     30,76
01.04.2010;     30,77
08.04.2010;     30,75
15.04.2010;     30,76
22.04.2010;     30,74
01.05.2010;     30,75
08.05.2010;     30,73
15.05.2010;     30,74
22.05.2010;     30,70
01.06.2010;     30,79
08.06.2010;     30,85
15.06.2010;     30,83
22.06.2010;     30,82
01.07.2010;     30,78
08.07.2010;     30,82
15.07.2010;     30,79
22.07.2010;     30,78
01.08.2010;     30,81
08.08.2010;     30,80
15.08.2010;     30,82
22.08.2010;     30,83
01.09.2010;     30,91
08.09.2010;     30,96
15.09.2010;     30,99
22.09.2010;     31,01
01.10.2010;     30,89
08.10.2010;     30,81
15.10.2010;     30,76
22.10.2010;     30,71
01.11.2010;     30,71
08.11.2010;     30,75
15.11.2010;     30,74
22.11.2010;     30,77
01.12.2010;     30,74
08.12.2010;     30,74
15.12.2010;     30,72
22.12.2010;     30,73
01.01.2011;     30,86
08.01.2011;     30,90
15.01.2011;     30,93
22.01.2011;     30,96
01.02.2011;     30,80
08.02.2011;     30,73
15.02.2011;     30,69
22.02.2011;     30,66
01.03.2011;     30,68
08.03.2011;     30,66
15.03.2011;     30,69
22.03.2011;     30,66
01.04.2011;     30,72
08.04.2011;     30,70
15.04.2011;     30,74
22.04.2011;     30,76
01.05.2011;     30,79
08.05.2011;     30,80
15.05.2011;     30,79
22.05.2011;     30,81
01.06.2011;     30,83
08.06.2011;     30,80
15.06.2011;     30,79
22.06.2011;     30,77
01.07.2011;     30,81
08.07.2011;     30,80
15.07.2011;     30,84
22.07.2011;     30,84
01.08.2011;     30,81
08.08.2011;     30,79
15.08.2011;     30,79
22.08.2011;     30,80
01.09.2011;     30,74
08.09.2011;     30,72
15.09.2011;     30,71
22.09.2011;     30,67
01.10.2011;     30,67
08.10.2011;     30,69
15.10.2011;     30,71
22.10.2011;     30,70
01.11.2011;     30,64
08.11.2011;     30,63
15.11.2011;     30,59
22.11.2011;     30,55
01.12.2011;     30,67
08.12.2011;     30,69
15.12.2011;     30,69
22.12.2011;     30,73
01.01.2012;     30,75
08.01.2012;     30,77
15.01.2012;     30,74
22.01.2012;     30,76
01.02.2012;     30,71
08.02.2012;     30,70
15.02.2012;     30,69
22.02.2012;     30,72
01.03.2012;     30,66
08.03.2012;     30,64
15.03.2012;     30,64
22.03.2012;     30,62
01.04.2012;     30,65
08.04.2012;     30,69
15.04.2012;     30,70
22.04.2012;     30,69
01.05.2012;     30,69
08.05.2012;     30,79
15.05.2012;     30,73
22.05.2012;     30,69
01.06.2012;     30,78
08.06.2012;     30,77
15.06.2012;     30,72
22.06.2012;     30,76
01.07.2012;     30,83
08.07.2012;     30,65
15.07.2012;     30,75
22.07.2012;     30,66
01.08.2012;     30,71
08.08.2012;     30,69
15.08.2012;     30,70
22.08.2012;     30,69
01.10.2012;     30,77
08.10.2012;     30,69
15.10.2012;     30,67
22.10.2012;     30,69
01.11.2012;     30,59
08.11.2012;     30,62
15.11.2012;     30,58
22.11.2012;     30,63
01.12.2012;     30,60
08.12.2012;     30,58
15.12.2012;     30,59
22.12.2012;     30,65
01.01.2013;     30,69
08.01.2013;     30,83
15.01.2013;     30,74
22.01.2013;     30,65
01.02.2013;     30,62
08.02.2013;     30,72
15.02.2013;     30,74
22.02.2013;     30,73
01.03.2013;     30,68
08.03.2013;     30,67
15.03.2013;     30,68
22.03.2013;     30,66
01.04.2013;     30,70
08.04.2013;     30,68
15.04.2013;     30,66
22.04.2013;     30,67
01.05.2013;     30,67
08.05.2013;     30,70
15.05.2013;     30,71
22.05.2013;     30,79
01.06.2013;     30,80
08.06.2013;     30,84
15.06.2013;     30,86
22.06.2013;     30,90
01.07.2013;     30,73
08.07.2013;     30,80
22.07.2013;     30,79
28.07.2013;     30,77
01.08.2013;     30,73
08.08.2013;     30,66
22.08.2013;     30,69
28.08.2013;     30,69
01.09.2013;     30,62
08.09.2013;     30,65
15.09.2013;     30,66
22.09.2013;     30,67
01.10.2013;     30,66
08.10.2013;     30,67
15.10.2013;     30,64
22.10.2013;     30,65
01.11.2013;     30,66
08.11.2013;     30,68
15.11.2013;     30,68
22.11.2013;     30,65
01.12.2013;     30,63
02.01.2014;     30,64
08.01.2014;     30,65
15.01.2014;     30,63
22.01.2014;     30,64
01.02.2014;     30,66
08.02.2014;     30,67
15.02.2014;     30,65
22.02.2014;     30,63
01.03.2014;     30,65
08.03.2014;     30,63
15.03.2014;     30,61
22.03.2014;     30,64
01.06.2014;     30,78
10.06.2014;     30,84
15.06.2014;     30,79
22.06.2014;     30,77
01.07.2014;     30,79
08.07.2014;     30,77
15.07.2014;     30,73
22.07.2014;     30,74
01.08.2014;     30,72
08.08.2014;     30,71
15.08.2014;     30,72
22.08.2014;     30,70
01.09.2014;     30,72
08.09.2014;     30,73
15.09.2014;     30,73
22.09.2014;     30,71
01.10.2014;     30,73
08.10.2014;     30,74
15.10.2014;     30,76
22.10.2014;     30,79
02.03.2015;     30,85
09.03.2015;     30,83
16.03.2015;     30,79
23.03.2015;     30,79
01.04.2015;     30,77
08.04.2015;     30,79
15.04.2015;     30,81
22.04.2015;     30,81
02.05.2015;     30,85
08.05.2015;     30,86
17.05.2015;     30,85
22.05.2015;     30,84
01.06.2015;     30,84
08.06.2015;     30,84
16.06.2015;     30,86
22.06.2015;     30,89
01.07.2015;     30,84
08.07.2015;     30,81
16.07.2015;     30,80
22.07.2015;     30,79
01.08.2015;     30,73
08.08.2015;     30,70
15.08.2015;     30,66
22.08.2015;     30,75
02.09.2015;     30,69
09.09.2015;     30,71
15.09.2015;     30,69
22.09.2015;     30,69
01.10.2015;     30,71
08.10.2015;     30,74
15.10.2015;     30,76
23.10.2015;     30,79
01.11.2015;     30,79
08.11.2015;     30,81
15.11.2015;     30,84
24.11.2015;     30,79
01.12.2015;     30,80
08.12.2015;     30,84
15.12.2015;     30,81
23.12.2015;     30,83
04.01.2016;     30,85
09.01.2016;     30,84
15.01.2016;     30,81
23.01.2016;     30,83
01.02.2016;     30,83
08.02.2016;     30,84
15.02.2016;     30,84
23.02.2016;     30,81
01.03.2016;     30,81
08.03.2016;     30,78
15.03.2016;     30,76
22.03.2016;     30,74
01.04.2016;     30,75
08.04.2016;     30,76
15.04.2016;     30,79
22.04.2016;     30,80
02.05.2016;     30,79
09.05.2016;     30,81
17.05.2016;     30,83
23.05.2016;     30,82
01.06.2016;     30,77
08.06.2016;     30,75
15.06.2016;     30,77
25.06.2016;     30,76
01.07.2016;     30,77
08.07.2016;     30,76
18.07.2016;     30,74
22.07.2016;     30,75
01.08.2016;     30,71
08.08.2016;     30,72
15.08.2016;     30,71
25.08.2016;     30,69
01.09.2016;     30,71
08.09.2016;     30,74
15.09.2016;     30,71
22.09.2016;     30,69
04.10.2016;     30,73
10.10.2016;     30,70
17.10.2016;     30,67
24.10.2016;     30,63
03.11.2016;     30,55
08.11.2016;     30,56
17.11.2016;     30,78
22.11.2016;     30,69
01.12.2016;     30,67
08.12.2016;     30,74
15.12.2016;     30,79
22.12.2016;     30,75
01.01.2017;     30,73
08.01.2017;     30,71
15.01.2017;     30,74
22.01.2017;     30,73
01.02.2017;     30,70
08.02.2017;     30,70
15.02.2017;     30,66
22.02.2017;     30,69
01.03.2017;     30,70
08.03.2017;     30,72
15.03.2017;     30,74
22.03.2017;     30,79
01.04.2017;     30,78
08.04.2017;     30,80
15.04.2017;     30,82
22.04.2017;     30,85
01.05.2017;     30,77
08.05.2017;     30,76
15.05.2017;     30,77
22.05.2017;     30,73
01.06.2017;     30,74
08.06.2017;     30,73
15.06.2017;     30,74
22.06.2017;     30,74
01.07.2017;     30,71
08.07.2017;     30,85
15.07.2017;     30,76
22.07.2017;     30,74
01.08.2017;     30,94
08.08.2017;     30,79
15.08.2017;     30,81
22.08.2017;     30,84
01.09.2017;     30,79
08.09.2017;     30,68
15.09.2017;     30,70
22.09.2017;     30,73
01.10.2017;     30,75
08.10.2017;     30,81
15.10.2017;     30,79
22.10.2017;     30,78
01.11.2017;     30,82
08.11.2017;     30,83
15.11.2017;     30,84
22.11.2017;     30,79
01.12.2017;     30,86
08.12.2017;     30,89
15.12.2017;     30,95
22.12.2017;     30,92
01.01.2018;     30,88
08.01.2018;     30,93
15.01.2018;     30,90
22.01.2018;     30,88
01.02.2018;     30,86
08.02.2018;     30,89
15.02.2018;     30,79
22.02.2018;     30,76
01.03.2018;     30,68
08.03.2018;     30,66
15.03.2018;     30,69
22.03.2018;     30,73
01.04.2018;     30,71
08.04.2018;     30,82
15.04.2018;     30,71
22.04.2018;     30,83
01.05.2018;     30,59
08.05.2018;     30,57
15.05.2018;     30,55
22.05.2018;     30,68
01.06.2018;     30,73
08.06.2018;     30,76
15.06.2018;     30,73
22.06.2018;     30,75
01.07.2018;     30,69
08.07.2018;     30,67
15.07.2018;     30,72
22.07.2018;     30,65
01.08.2018;     30,69
08.08.2018;     30,68
15.08.2018;     30,63
22.08.2018;     30,58
01.09.2018;     30,49
08.09.2018;     30,46
15.09.2018;     30,45
22.09.2018;     30,45
01.10.2018;     30,46
08.10.2018;     30,47
15.10.2018;     30,50
22.10.2018;     30,48
01.11.2018;     30,44
08.11.2018;     30,43
15.11.2018;     30,44
22.11.2018;     30,44
01.12.2018;     30,45
08.12.2018;     30,55
15.12.2018;     30,53
22.12.2018;     30,59
01.01.2019;     30,62
08.01.2019;     30,65
15.01.2019;     30,71
22.01.2019;     30,69
01.02.2019;     30,71
08.02.2019;     30,75
15.02.2019;     30,73
22.02.2019;     30,71
01.03.2019;     30,66
08.03.2019;     30,69
15.03.2019;     30,73
22.03.2019;     30,75
01.04.2019;     30,68
08.04.2019;     30,68
15.04.2019;     30,66
22.04.2019;     30,65
01.05.2019;     30,61
08.05.2019;     30,61
15.05.2019;     30,58
22.05.2019;     30,57
01.06.2019;     30,54
08.06.2019;     30,46
15.06.2019;     30,55
22.06.2019;     30,53
01.07.2019;     30,55
08.07.2019;     30,48
15.07.2019;     30,45
22.07.2019;     30,45
01.08.2019;     30,57
08.08.2019;     30,54
15.08.2019;     30,47
22.08.2019;     30,46
01.09.2019;     30,44
08.09.2019;     30,42
15.09.2019;     30,41
22.09.2019;     30,39
01.10.2019;     30,60
08.10.2019;     30,63
15.10.2019;     30,63
22.10.2019;     30,52
01.11.2019;     30,70
08.11.2019;     30,69
15.11.2019;     30,68
22.11.2019;     30,67
01.12.2019;     30,65
08.12.2019;     30,69
15.12.2019;     30,71
22.12.2019;     30,70
01.01.2020;     30,69
08.01.2020;     30,67
15.01.2020;     30,69
22.01.2020;     30,72
01.02.2020;     30,73
08.02.2020;     30,77
15.02.2020;     30,74
22.02.2020;     30,78
01.03.2020;     30,79
08.03.2020;     30,81
15.03.2020;     30,80
22.03.2020;     30,81
01.04.2020;     30,78
08.04.2020;     30,75
15.04.2020;     30,75
22.04.2020;     30,73
01.05.2020;     30,71
08.05.2020;     30,67
15.05.2020;     30,66
22.05.2020;     30,75
01.06.2020;     30,76
08.06.2020;     30,77
15.06.2020;     30,79
22.06.2020;     30,74
01.07.2020;     30,67
08.07.2020;     30,63
15.07.2020;     30,66
22.07.2020;     30,67
01.08.2020;     30,64
08.08.2020;     30,57
15.08.2020;     30,52
22.08.2020;     30,49
01.09.2020;     30,62
08.09.2020;     30,56
15.09.2020;     30,53
22.09.2020;     30,51
01.10.2020;     30,54
08.10.2020;     30,59
15.10.2020;     30,64
22.10.2020;     30,54
01.11.2020;     30,64
08.11.2020;     30,49
15.11.2020;     30,47
22.11.2020;     30,65
01.12.2020;     30,63
08.12.2020;     30,62
15.12.2020;     30,65
22.12.2020;     30,65
01.01.2021;     30,70
08.01.2021;     30,67
15.01.2021;     30,65
22.01.2021;     30,79
01.02.2021;     30,73
08.02.2021;     30,74
15.02.2021;     30,68
22.02.2021;     30,73
01.03.2021;     30,69
08.03.2021;     30,68
15.03.2021;     30,72
22.03.2021;     30,73
01.04.2021;     30,78
08.04.2021;     30,74
15.04.2021;     30,72
22.04.2021;     30,74
01.05.2021;     30,74
08.05.2021;     30,72
15.05.2021;     30,91
22.05.2021;     30,86
01.06.2021;     30,83
08.06.2021;     30,67
15.06.2021;     30,73
22.06.2021;     30,68
01.07.2021;     30,72
08.07.2021;     30,80
15.07.2021;     30,78
22.07.2021;     30,74
01.08.2021;     30,72
08.08.2021;     30,69
15.08.2021;     30,74
22.08.2021;     30,71
01.09.2021;     30,75
08.09.2021;     30,72
15.09.2021;     30,69
22.09.2021;     30,69
01.10.2021;     30,88
08.10.2021;     30,79
15.10.2021;     30,77
22.10.2021;     30,71
01.11.2021;     30,74
08.11.2021;     30,83
15.11.2021;     30,80
22.11.2021;     30,73
01.12.2021;     30,74
08.12.2021;     30,73
15.12.2021;     30,71
22.12.2021;     30,68
01.01.2022;     30,91
08.01.2022;     30,89
15.01.2022;     30,83
22.01.2022;     30,87
01.02.2022;     30,93
08.02.2022;     30,95
15.02.2022;     30,95
22.02.2022;     30,99
01.03.2022;     30,94
08.03.2022;     30,97
15.03.2022;     30,79
22.03.2022;     30,77
01.04.2022;     30,83
08.04.2022;     30,81
15.04.2022;     30,77
22.04.2022;     30,79
