Messstelle 3241 9870, Grundwasserstand in m über NHN92
 
15.09.1961;     27,99
01.10.1961;     27,93
15.10.1961;     27,88
01.11.1961;     27,93
15.11.1961;     28,03
01.12.1961;     28,18
15.12.1961;     28,30
01.01.1962;     28,21
15.01.1962;     28,25
01.02.1962;     28,38
15.02.1962;     28,49
01.03.1962;     28,46
15.03.1962;     28,43
01.04.1962;     28,41
15.04.1962;     28,39
01.05.1962;     28,34
15.05.1962;     28,27
01.06.1962;     28,17
15.06.1962;     28,14
01.07.1962;     28,03
15.07.1962;     28,13
01.08.1962;     28,06
15.08.1962;     28,06
01.09.1962;     27,98
15.09.1962;     27,94
01.10.1962;     27,88
15.10.1962;     27,84
01.11.1962;     27,79
15.11.1962;     27,79
01.12.1962;     27,80
15.12.1962;     27,84
01.01.1963;     27,87
15.01.1963;     27,86
15.08.1963;     27,65
01.09.1963;     27,72
15.09.1963;     27,60
01.10.1963;     27,62
01.11.1963;     27,56
15.11.1963;     27,60
01.12.1963;     27,80
15.12.1963;     27,74
01.01.1964;     27,71
15.01.1964;     27,67
01.02.1964;     27,73
15.02.1964;     27,81
01.03.1964;     27,76
15.03.1964;     27,70
01.04.1964;     27,74
15.04.1964;     27,84
01.05.1964;     27,82
15.05.1964;     27,82
01.06.1964;     27,75
15.06.1964;     27,70
01.07.1964;     27,63
15.07.1964;     27,58
01.08.1964;     27,54
15.08.1964;     27,62
01.09.1964;     27,60
15.09.1964;     27,60
01.10.1964;     27,52
15.10.1964;     27,52
01.11.1964;     27,52
15.11.1964;     27,50
01.12.1964;     27,51
15.12.1964;     27,50
01.01.1965;     27,53
15.01.1965;     27,68
01.02.1965;     27,73
15.02.1965;     27,78
01.03.1965;     27,78
15.03.1965;     27,76
01.04.1965;     27,87
15.04.1965;     27,90
01.05.1965;     28,10
15.05.1965;     28,17
01.06.1965;     28,05
15.06.1965;     27,92
01.07.1965;     27,88
15.07.1965;     27,86
01.08.1965;     27,86
15.08.1965;     27,85
01.09.1965;     27,73
15.09.1965;     27,74
01.10.1965;     27,74
15.10.1965;     27,72
01.11.1965;     27,68
15.11.1965;     27,67
01.12.1965;     27,84
15.12.1965;     27,90
01.01.1966;     28,12
15.01.1966;     28,11
01.02.1966;     28,06
15.02.1966;     28,26
01.03.1966;     28,40
15.03.1966;     28,38
01.04.1966;     28,29
15.04.1966;     28,32
01.05.1966;     28,26
15.05.1966;     28,15
01.06.1966;     28,05
15.06.1966;     27,94
01.07.1966;     28,01
15.07.1966;     27,97
01.08.1966;     27,92
15.08.1966;     27,85
01.09.1966;     27,89
15.09.1966;     27,82
01.10.1966;     27,79
15.10.1966;     27,77
01.11.1966;     27,80
15.11.1966;     27,80
01.12.1966;     27,86
15.12.1966;     27,94
01.01.1967;     28,12
15.01.1967;     28,19
01.02.1967;     28,22
15.02.1967;     28,25
01.03.1967;     28,36
15.03.1967;     28,15
01.04.1967;     28,06
15.04.1967;     28,06
01.05.1967;     28,02
15.05.1967;     27,97
01.06.1967;     28,00
15.06.1967;     27,90
01.07.1967;     27,83
15.07.1967;     27,81
01.08.1967;     27,78
15.08.1967;     27,74
01.09.1967;     27,68
15.09.1967;     27,70
01.10.1967;     27,67
15.10.1967;     27,71
01.11.1967;     27,72
15.11.1967;     27,65
01.12.1967;     27,70
15.12.1967;     27,48
01.01.1968;     27,50
15.01.1968;     27,51
01.02.1968;     27,54
15.02.1968;     27,50
01.03.1968;     27,46
15.03.1968;     27,46
01.04.1968;     27,46
15.04.1968;     27,43
01.05.1968;     27,41
15.05.1968;     27,44
01.06.1968;     27,49
15.06.1968;     27,44
01.07.1968;     27,41
15.07.1968;     27,36
01.08.1968;     27,34
15.08.1968;     27,31
01.09.1968;     27,24
15.09.1968;     27,34
01.10.1968;     27,16
15.10.1968;     26,90
01.11.1968;     26,86
15.11.1968;     26,93
01.12.1968;     26,99
15.12.1968;     26,97
01.01.1969;     26,94
15.01.1969;     27,01
01.02.1969;     27,07
15.02.1969;     27,09
15.03.1969;     26,98
01.04.1969;     27,18
15.04.1969;     27,08
01.05.1969;     27,11
15.05.1969;     27,07
01.06.1969;     27,04
15.06.1969;     27,00
01.07.1969;     26,93
15.07.1969;     26,90
01.08.1969;     26,96
15.08.1969;     26,84
01.09.1969;     26,86
15.09.1969;     26,84
01.10.1969;     26,84
15.10.1969;     26,84
01.11.1969;     26,81
15.11.1969;     26,83
01.01.1970;     26,82
15.01.1970;     26,82
01.02.1970;     26,80
15.02.1970;     26,89
01.03.1970;     26,90
15.03.1970;     26,90
01.04.1970;     27,34
15.04.1970;     27,58
01.05.1970;     27,39
15.05.1970;     27,24
01.06.1970;     27,13
15.06.1970;     27,05
01.07.1970;     27,01
15.07.1970;     26,92
01.08.1970;     26,94
15.08.1970;     26,93
01.09.1970;     26,91
15.09.1970;     26,89
01.10.1970;     26,91
15.10.1970;     26,83
01.11.1975;     26,88
15.11.1975;     26,87
01.12.1975;     26,86
15.12.1975;     26,83
01.01.1976;     26,82
15.01.1976;     26,91
01.02.1976;     27,12
15.02.1976;     27,02
01.03.1976;     26,99
15.03.1976;     26,99
01.04.1976;     26,98
15.04.1976;     26,98
01.05.1976;     26,97
15.05.1976;     26,96
01.06.1976;     27,01
15.06.1976;     26,97
01.07.1976;     26,95
15.07.1976;     26,91
01.08.1976;     26,94
15.08.1976;     26,92
01.09.1976;     26,94
15.09.1976;     26,96
01.10.1976;     26,94
15.10.1976;     26,92
01.11.1976;     26,93
15.11.1976;     26,91
01.12.1976;     26,91
15.12.1976;     26,92
01.01.1977;     26,89
15.01.1977;     26,88
01.02.1977;     26,99
15.02.1977;     27,02
01.03.1977;     27,03
15.03.1977;     27,08
01.04.1977;     27,11
15.04.1977;     27,14
01.05.1977;     26,98
15.05.1977;     26,94
01.06.1977;     26,92
15.06.1977;     26,88
01.07.1977;     26,88
15.07.1977;     26,91
01.08.1977;     26,91
15.08.1977;     26,91
01.09.1977;     26,85
15.09.1977;     26,94
01.10.1977;     26,91
15.10.1977;     26,93
01.11.1977;     26,89
15.11.1977;     26,92
01.12.1977;     26,89
15.12.1977;     26,93
01.01.1978;     26,90
15.01.1978;     26,86
01.02.1978;     26,93
15.02.1978;     26,97
01.03.1978;     26,90
15.03.1978;     26,90
01.04.1978;     26,93
15.04.1978;     26,90
01.05.1978;     26,89
15.05.1978;     26,92
01.06.1978;     26,94
15.06.1978;     26,87
01.07.1978;     26,89
15.07.1978;     26,87
01.08.1978;     26,86
15.08.1978;     26,91
01.09.1978;     26,92
15.09.1978;     26,99
01.10.1978;     26,98
15.10.1978;     26,94
01.11.1978;     26,93
15.11.1978;     26,89
01.12.1978;     26,88
15.12.1978;     26,91
01.01.1979;     26,91
15.01.1979;     26,96
01.02.1979;     27,00
15.02.1979;     27,07
01.03.1979;     27,07
15.03.1979;     27,39
01.04.1979;     27,46
15.04.1979;     27,38
01.05.1979;     27,15
15.05.1979;     27,12
01.06.1979;     27,03
15.06.1979;     27,15
01.07.1979;     27,03
15.07.1979;     27,05
01.08.1979;     26,97
15.08.1979;     26,96
01.09.1979;     26,94
15.09.1979;     26,91
01.10.1979;     26,91
15.10.1979;     26,88
01.11.1979;     26,86
15.11.1979;     26,86
01.12.1979;     26,88
15.12.1979;     26,91
01.01.1980;     26,96
15.01.1980;     27,02
01.02.1980;     27,04
15.02.1980;     27,18
01.03.1980;     27,16
15.03.1980;     27,05
01.04.1980;     27,03
15.04.1980;     27,07
01.05.1980;     27,13
15.05.1980;     27,03
01.06.1980;     26,92
15.06.1980;     26,81
01.07.1980;     26,89
15.07.1980;     26,98
01.08.1980;     26,87
15.08.1980;     26,97
01.09.1980;     26,95
15.09.1980;     26,92
01.10.1980;     26,91
15.10.1980;     26,91
01.11.1980;     26,90
15.11.1980;     26,89
01.12.1980;     26,91
15.12.1980;     26,93
01.01.1981;     26,96
15.01.1981;     27,00
01.02.1981;     27,01
15.02.1981;     27,01
01.03.1981;     26,97
15.03.1981;     27,40
01.04.1981;     27,47
15.04.1981;     27,26
01.05.1981;     27,16
15.05.1981;     27,09
01.06.1981;     27,01
15.06.1981;     27,04
01.07.1981;     27,09
15.07.1981;     27,06
01.08.1981;     27,05
15.08.1981;     27,05
01.09.1981;     27,07
15.09.1981;     27,09
01.10.1981;     27,06
15.10.1981;     27,05
01.11.1981;     27,06
15.11.1981;     27,12
01.12.1981;     27,16
15.12.1981;     27,21
01.01.1982;     27,22
15.01.1982;     27,27
01.02.1982;     27,31
15.02.1982;     27,27
01.03.1982;     27,33
15.03.1982;     27,24
01.04.1982;     27,21
15.04.1982;     27,17
01.05.1982;     27,15
15.05.1982;     27,12
01.06.1982;     27,09
15.06.1982;     27,05
01.07.1982;     27,02
15.07.1982;     27,00
01.08.1982;     26,97
15.08.1982;     26,97
01.09.1982;     26,92
15.09.1982;     26,94
01.10.1982;     26,97
15.10.1982;     26,98
01.11.1982;     26,96
15.11.1982;     26,95
01.12.1982;     26,95
15.12.1982;     26,94
01.01.1983;     26,91
15.01.1983;     26,95
01.02.1983;     27,06
15.02.1983;     26,97
01.03.1983;     27,01
15.03.1983;     27,06
01.04.1983;     27,12
15.04.1983;     27,12
01.05.1983;     27,12
15.05.1983;     27,12
01.06.1983;     27,09
15.06.1983;     27,06
01.07.1983;     27,01
15.07.1983;     27,01
01.08.1983;     26,97
15.08.1983;     26,92
01.09.1983;     26,92
15.09.1983;     26,85
01.10.1983;     26,82
15.10.1983;     26,86
01.11.1983;     26,95
15.11.1983;     26,94
01.12.1983;     26,92
15.12.1983;     26,92
01.01.1984;     26,98
15.01.1984;     27,12
01.02.1984;     27,18
15.02.1984;     27,16
01.03.1984;     27,07
15.03.1984;     27,04
01.04.1984;     27,03
15.04.1984;     27,03
01.05.1984;     27,01
15.05.1984;     27,01
01.06.1984;     27,05
15.06.1984;     27,06
01.07.1984;     27,05
15.07.1984;     27,02
01.08.1984;     27,04
15.08.1984;     27,01
01.09.1984;     26,97
15.09.1984;     26,95
01.10.1984;     26,96
15.10.1984;     26,94
01.11.1984;     26,93
15.11.1984;     26,91
01.12.1984;     26,92
15.12.1984;     26,93
01.01.1985;     26,94
15.01.1985;     26,94
01.02.1985;     27,20
15.02.1985;     27,18
01.03.1985;     27,07
15.03.1985;     27,08
01.04.1985;     27,13
15.04.1985;     27,08
01.05.1985;     27,12
15.05.1985;     27,01
01.06.1985;     27,02
15.06.1985;     27,03
01.07.1985;     27,02
15.07.1985;     27,00
01.08.1985;     26,96
15.08.1985;     26,91
01.09.1985;     26,96
15.09.1985;     26,96
01.10.1985;     26,96
15.10.1985;     26,98
01.11.1985;     26,94
15.11.1985;     26,96
01.12.1985;     26,92
15.12.1985;     26,99
01.01.1986;     26,99
15.01.1986;     27,02
01.02.1986;     27,05
15.02.1986;     27,04
01.03.1986;     27,02
15.03.1986;     27,01
01.04.1986;     27,08
15.04.1986;     27,12
01.05.1986;     27,13
15.05.1986;     27,13
01.06.1986;     27,14
15.06.1986;     27,21
01.07.1986;     27,12
15.07.1986;     27,06
01.08.1986;     27,05
15.08.1986;     27,04
01.09.1986;     27,02
15.09.1986;     27,01
01.10.1986;     27,02
15.10.1986;     27,03
01.11.1986;     27,04
15.11.1986;     27,03
01.12.1986;     27,03
15.12.1986;     26,99
01.01.1987;     27,14
15.01.1987;     27,36
01.02.1987;     27,23
15.02.1987;     27,28
01.03.1987;     27,22
15.03.1987;     27,19
01.04.1987;     27,24
15.04.1987;     27,27
01.05.1987;     27,25
15.05.1987;     27,22
01.06.1987;     27,28
15.06.1987;     27,25
01.07.1987;     27,20
15.07.1987;     27,14
01.08.1987;     27,11
15.08.1987;     27,11
01.09.1987;     27,08
15.09.1987;     27,08
01.10.1987;     27,20
15.10.1987;     27,09
01.11.1987;     27,04
15.11.1987;     27,08
01.12.1987;     27,10
15.12.1987;     27,13
01.01.1988;     27,16
15.01.1988;     27,17
01.02.1988;     27,18
15.02.1988;     27,21
01.03.1988;     27,28
15.03.1988;     27,36
01.04.1988;     27,35
15.04.1988;     27,29
01.05.1988;     27,28
15.05.1988;     27,22
01.06.1988;     27,18
15.06.1988;     27,18
01.07.1988;     27,18
15.07.1988;     27,16
01.08.1988;     27,16
15.08.1988;     27,13
01.09.1988;     27,10
15.09.1988;     27,11
01.10.1988;     27,11
15.10.1988;     27,12
01.11.1988;     27,11
15.11.1988;     27,10
01.12.1988;     27,15
15.12.1988;     27,16
01.01.1989;     27,12
15.01.1989;     27,13
01.02.1989;     27,09
15.02.1989;     27,08
01.03.1989;     27,13
15.03.1989;     27,15
01.04.1989;     27,13
15.04.1989;     27,13
01.05.1989;     27,11
15.05.1989;     27,08
01.06.1989;     27,01
15.06.1989;     27,04
01.07.1989;     27,02
15.07.1989;     27,01
01.08.1989;     27,01
15.08.1989;     27,00
01.09.1989;     26,99
15.09.1989;     26,99
01.10.1989;     26,98
15.10.1989;     26,97
01.11.1989;     27,03
15.11.1989;     27,02
01.12.1989;     27,03
15.12.1989;     27,07
01.01.1990;     27,08
15.01.1990;     27,10
01.02.1990;     27,11
15.02.1990;     27,12
01.03.1990;     27,14
15.03.1990;     27,17
01.04.1990;     27,18
15.04.1990;     27,14
01.05.1990;     27,11
15.05.1990;     27,08
01.06.1990;     27,07
15.06.1990;     27,07
01.07.1990;     27,08
15.07.1990;     27,06
01.08.1990;     27,03
15.08.1990;     27,04
01.09.1990;     27,01
15.09.1990;     27,01
01.10.1990;     27,06
15.10.1990;     27,06
01.11.1990;     27,05
15.11.1990;     27,05
01.12.1990;     27,07
15.12.1990;     27,11
01.01.1991;     27,16
15.01.1991;     27,18
01.02.1991;     27,19
15.02.1991;     27,17
01.03.1991;     27,13
15.03.1991;     27,16
01.04.1991;     27,16
15.04.1991;     27,19
01.05.1991;     27,20
15.05.1991;     27,19
01.06.1991;     27,19
15.06.1991;     27,15
01.07.1991;     27,13
15.07.1991;     27,15
01.08.1991;     27,10
15.08.1991;     27,08
01.09.1991;     27,06
15.09.1991;     27,04
01.10.1991;     27,03
15.10.1991;     27,12
01.11.1991;     27,04
15.11.1991;     27,06
01.12.1991;     27,06
15.12.1991;     27,06
01.01.1992;     27,05
15.01.1992;     27,09
01.02.1992;     27,08
15.02.1992;     27,11
01.03.1992;     27,13
15.03.1992;     27,13
01.04.1992;     27,17
15.04.1992;     27,24
01.05.1992;     27,25
15.05.1992;     27,23
01.06.1992;     27,23
15.06.1992;     27,20
01.07.1992;     27,16
15.07.1992;     27,10
01.08.1992;     27,13
15.08.1992;     27,11
01.09.1992;     27,10
15.09.1992;     27,11
01.10.1992;     27,12
15.10.1992;     27,12
01.11.1992;     27,04
15.11.1992;     27,16
01.12.1992;     27,24
15.12.1992;     27,29
01.01.1993;     27,32
15.01.1993;     27,30
01.02.1993;     27,29
15.02.1993;     27,31
01.03.1993;     27,32
15.03.1993;     27,38
01.04.1993;     27,36
15.04.1993;     27,36
01.05.1993;     27,37
15.05.1993;     27,33
01.06.1993;     27,34
15.06.1993;     27,29
01.07.1993;     27,35
15.07.1993;     27,30
01.08.1993;     27,27
15.08.1993;     27,26
01.09.1993;     27,27
15.09.1993;     27,23
01.10.1993;     27,22
15.10.1993;     27,23
01.11.1993;     27,19
15.11.1993;     27,17
01.12.1993;     27,18
15.12.1993;     27,13
01.01.1994;     27,26
15.01.1994;     27,36
01.02.1994;     27,43
15.02.1994;     27,68
01.03.1994;     27,50
15.03.1994;     27,43
01.04.1994;     27,45
15.04.1994;     27,53
01.05.1994;     27,55
15.05.1994;     27,47
01.06.1994;     27,42
15.06.1994;     27,38
01.07.1994;     27,36
15.07.1994;     27,33
01.08.1994;     27,32
15.08.1994;     27,25
01.09.1994;     27,23
15.09.1994;     27,31
01.10.1994;     27,35
15.10.1994;     27,37
01.11.1994;     27,33
15.11.1994;     27,33
01.12.1994;     27,35
15.12.1994;     27,40
01.01.1995;     27,42
15.01.1995;     27,44
01.02.1995;     27,52
15.02.1995;     27,57
01.03.1995;     27,59
08.03.1995;     27,56
15.03.1995;     27,44
22.03.1995;     27,43
01.04.1995;     27,47
08.04.1995;     27,48
15.04.1995;     27,44
22.04.1995;     27,45
01.05.1995;     27,42
08.05.1995;     27,39
15.05.1995;     27,29
22.05.1995;     27,35
01.06.1995;     27,33
08.06.1995;     27,35
15.06.1995;     27,35
22.06.1995;     27,34
01.07.1995;     27,31
08.07.1995;     27,28
15.07.1995;     27,28
22.07.1995;     27,26
01.08.1995;     27,25
08.08.1995;     27,22
15.08.1995;     27,19
22.08.1995;     27,16
01.09.1995;     27,17
08.09.1995;     27,18
15.09.1995;     27,18
22.09.1995;     27,18
01.10.1995;     27,20
08.10.1995;     27,20
15.10.1995;     27,20
22.10.1995;     27,20
01.11.1995;     27,20
08.11.1995;     27,23
15.11.1995;     27,16
22.11.1995;     27,22
01.12.1995;     27,22
08.12.1995;     27,21
15.12.1995;     27,21
22.12.1995;     27,21
01.01.1996;     27,16
08.01.1996;     27,12
15.01.1996;     27,07
22.01.1996;     27,18
01.02.1996;     27,16
08.02.1996;     27,15
15.02.1996;     27,14
22.02.1996;     27,19
01.03.1996;     27,20
08.03.1996;     27,21
15.03.1996;     27,18
22.03.1996;     27,18
01.04.1996;     27,20
08.04.1996;     27,20
15.04.1996;     27,20
22.04.1996;     27,09
01.05.1996;     27,20
08.05.1996;     27,18
15.05.1996;     27,19
22.05.1996;     27,19
01.06.1996;     27,19
08.06.1996;     27,18
15.06.1996;     27,17
22.06.1996;     27,15
01.07.1996;     27,14
08.07.1996;     27,16
15.07.1996;     27,15
22.07.1996;     27,13
01.08.1996;     27,14
08.08.1996;     27,12
15.08.1996;     27,13
26.08.1996;     27,10
01.09.1996;     27,11
08.09.1996;     27,09
15.09.1996;     27,10
22.09.1996;     27,11
01.10.1996;     27,11
08.10.1996;     27,13
15.10.1996;     27,13
22.10.1996;     27,16
01.11.1996;     27,16
08.11.1996;     27,16
15.11.1996;     27,15
22.11.1996;     27,13
01.12.1996;     27,18
08.12.1996;     27,20
15.12.1996;     27,20
22.12.1996;     27,18
01.01.1997;     27,14
08.01.1997;     27,13
15.01.1997;     27,11
22.01.1997;     27,11
01.02.1997;     27,11
08.02.1997;     27,12
15.02.1997;     27,15
22.02.1997;     27,18
01.03.1997;     27,26
08.03.1997;     27,21
15.03.1997;     27,22
22.03.1997;     27,19
01.04.1997;     27,20
08.04.1997;     27,17
15.04.1997;     27,20
22.04.1997;     27,19
01.05.1997;     27,18
08.05.1997;     27,20
15.05.1997;     27,18
22.05.1997;     27,21
01.06.1997;     27,20
08.06.1997;     27,16
15.06.1997;     27,13
22.06.1997;     27,13
01.07.1997;     27,10
08.07.1997;     27,09
15.07.1997;     27,04
22.07.1997;     27,10
01.08.1997;     27,12
08.08.1997;     27,07
15.08.1997;     27,07
22.08.1997;     27,04
01.09.1997;     27,04
08.09.1997;     27,05
15.09.1997;     27,07
22.09.1997;     27,04
01.10.1997;     27,04
08.10.1997;     27,04
15.10.1997;     27,04
22.10.1997;     27,04
01.11.1997;     27,12
08.11.1997;     27,17
15.11.1997;     27,18
22.11.1997;     27,19
01.12.1997;     27,13
08.12.1997;     27,14
15.12.1997;     27,18
22.12.1997;     27,18
01.01.1998;     27,24
08.01.1998;     27,30
15.01.1998;     27,32
22.01.1998;     27,33
01.02.1998;     27,30
08.02.1998;     27,33
15.02.1998;     27,33
22.02.1998;     27,35
01.03.1998;     27,33
08.03.1998;     27,38
15.03.1998;     27,37
22.03.1998;     27,36
01.04.1998;     27,33
08.04.1998;     27,38
15.04.1998;     27,37
22.04.1998;     27,35
01.05.1998;     27,32
08.05.1998;     27,32
15.05.1998;     27,30
22.05.1998;     27,27
01.06.1998;     27,22
08.06.1998;     27,19
15.06.1998;     27,19
22.06.1998;     27,19
01.07.1998;     27,18
08.07.1998;     27,16
15.07.1998;     27,17
22.07.1998;     27,15
01.08.1998;     27,14
08.08.1998;     27,13
15.08.1998;     27,12
22.08.1998;     27,11
01.09.1998;     27,13
08.09.1998;     27,14
15.09.1998;     27,16
22.09.1998;     27,15
01.10.1998;     27,15
08.10.1998;     27,16
15.10.1998;     27,18
22.10.1998;     27,20
01.11.1998;     27,24
08.11.1998;     27,36
15.11.1998;     27,40
22.11.1998;     27,38
01.12.1998;     27,36
08.12.1998;     27,35
15.12.1998;     27,45
22.12.1998;     27,44
01.01.1999;     27,44
08.01.1999;     27,43
15.01.1999;     27,48
22.01.1999;     27,44
01.02.1999;     27,45
08.02.1999;     27,50
15.02.1999;     27,46
22.02.1999;     27,53
01.03.1999;     27,52
08.03.1999;     27,59
15.03.1999;     27,55
22.03.1999;     27,54
01.04.1999;     27,51
08.04.1999;     27,51
15.04.1999;     27,50
22.04.1999;     27,49
01.05.1999;     27,43
08.05.1999;     27,42
15.05.1999;     27,42
22.05.1999;     27,40
01.06.1999;     27,35
08.06.1999;     27,37
15.06.1999;     27,46
22.06.1999;     27,45
01.07.1999;     27,37
08.07.1999;     27,34
15.07.1999;     27,33
22.07.1999;     27,33
01.08.1999;     27,28
08.08.1999;     27,27
15.08.1999;     27,26
22.08.1999;     27,25
01.09.1999;     27,23
08.09.1999;     27,19
15.09.1999;     27,19
22.09.1999;     27,19
01.10.1999;     27,19
08.10.1999;     27,19
15.10.1999;     27,22
22.10.1999;     27,22
01.11.1999;     27,24
08.11.1999;     27,25
15.11.1999;     27,25
22.11.1999;     27,24
01.12.1999;     27,27
08.12.1999;     27,28
15.12.1999;     27,30
22.12.1999;     27,32
01.01.2000;     27,31
08.01.2000;     27,30
15.01.2000;     27,30
22.01.2000;     27,29
01.02.2000;     27,34
08.02.2000;     27,38
15.02.2000;     27,38
22.02.2000;     27,39
01.03.2000;     27,39
08.03.2000;     27,42
15.03.2000;     27,43
22.03.2000;     27,40
01.04.2000;     27,43
08.04.2000;     27,40
15.04.2000;     27,40
22.04.2000;     27,38
01.05.2000;     27,35
08.05.2000;     27,32
15.05.2000;     27,30
22.05.2000;     27,27
01.06.2000;     27,26
08.06.2000;     27,24
15.06.2000;     27,23
22.06.2000;     27,21
01.07.2000;     27,20
08.07.2000;     27,21
15.07.2000;     27,20
22.07.2000;     27,19
01.08.2000;     27,20
08.08.2000;     27,21
15.08.2000;     27,20
22.08.2000;     27,23
01.09.2000;     27,27
08.09.2000;     27,28
15.09.2000;     27,27
22.09.2000;     27,27
01.10.2000;     27,26
08.10.2000;     27,26
15.10.2000;     27,25
22.10.2000;     27,25
01.11.2000;     27,25
08.11.2000;     27,25
15.11.2000;     27,26
22.11.2000;     27,27
01.12.2000;     27,27
08.12.2000;     27,27
15.12.2000;     27,24
22.12.2000;     27,26
01.01.2001;     27,30
08.01.2001;     27,33
15.01.2001;     27,26
22.01.2001;     27,27
01.02.2001;     27,29
08.02.2001;     27,30
15.02.2001;     27,32
22.02.2001;     27,34
01.03.2001;     27,34
08.03.2001;     27,35
15.03.2001;     27,35
22.03.2001;     27,35
01.04.2001;     27,36
08.04.2001;     27,37
15.04.2001;     27,37
22.04.2001;     27,36
01.05.2001;     27,36
08.05.2001;     27,35
15.05.2001;     27,30
22.05.2001;     27,27
01.06.2001;     27,24
08.06.2001;     27,23
15.06.2001;     27,22
22.06.2001;     27,21
01.07.2001;     27,20
08.07.2001;     27,20
15.07.2001;     27,18
22.07.2001;     27,16
01.08.2001;     27,16
08.08.2001;     27,17
15.08.2001;     27,18
22.08.2001;     27,19
01.09.2001;     27,20
08.09.2001;     27,21
15.09.2001;     27,25
22.09.2001;     27,28
01.10.2001;     27,30
08.10.2001;     27,32
15.10.2001;     27,32
22.10.2001;     27,33
01.11.2001;     27,33
08.11.2001;     27,34
15.11.2001;     27,36
22.11.2001;     27,36
01.12.2001;     27,37
08.12.2001;     27,37
15.12.2001;     27,38
22.12.2001;     27,38
