Messstelle 3141 9861, Grundwasserstand in m über NHN92
 
01.07.1958;     30,15
15.07.1958;     30,17
01.08.1958;     30,13
15.08.1958;     30,11
01.09.1958;     30,07
15.09.1958;     30,07
01.10.1958;     30,22
15.10.1958;     30,06
01.11.1958;     29,83
15.11.1958;     29,83
01.12.1958;     29,75
15.12.1958;     29,73
01.01.1959;     29,70
15.01.1959;     29,70
01.02.1959;     29,74
15.02.1959;     29,79
01.03.1959;     29,77
15.03.1959;     29,75
01.04.1959;     29,70
15.04.1959;     29,68
01.05.1959;     29,65
15.05.1959;     29,64
01.06.1959;     29,61
15.06.1959;     29,51
01.07.1959;     29,44
15.07.1959;     29,46
01.08.1959;     29,50
15.08.1959;     29,56
01.09.1959;     29,69
15.09.1959;     29,64
01.10.1959;     29,42
15.10.1959;     29,40
01.11.1959;     29,42
15.11.1959;     29,48
01.12.1959;     29,40
15.12.1959;     29,35
01.01.1960;     29,34
15.01.1960;     29,40
01.02.1960;     29,47
15.02.1960;     29,54
01.03.1960;     29,54
15.03.1960;     29,58
01.04.1960;     29,60
15.04.1960;     29,60
01.05.1960;     29,59
15.05.1960;     29,56
01.06.1960;     29,50
15.06.1960;     29,43
01.07.1960;     29,38
15.07.1960;     29,35
01.08.1960;     29,38
15.08.1960;     29,38
01.09.1960;     29,37
15.09.1960;     29,34
01.10.1960;     29,32
15.10.1960;     29,31
01.11.1960;     29,29
15.11.1960;     29,40
01.12.1960;     29,50
15.12.1960;     29,62
01.01.1961;     29,78
15.01.1961;     29,94
01.02.1961;     30,01
15.02.1961;     30,08
01.03.1961;     30,18
15.03.1961;     30,27
01.04.1961;     30,27
15.04.1961;     30,30
01.05.1961;     30,33
15.05.1961;     30,33
01.06.1961;     30,35
15.06.1961;     30,51
01.07.1961;     30,74
15.07.1961;     30,62
01.08.1961;     30,52
15.08.1961;     30,50
01.09.1961;     30,38
15.09.1961;     30,33
01.10.1961;     30,28
15.10.1961;     30,14
01.11.1961;     30,15
15.11.1961;     30,17
01.12.1961;     30,26
15.12.1961;     30,45
01.01.1962;     30,56
15.01.1962;     30,55
01.02.1962;     30,56
15.02.1962;     30,73
01.03.1962;     30,84
15.03.1962;     30,83
01.04.1962;     30,82
15.04.1962;     30,83
01.05.1962;     30,77
15.05.1962;     30,75
01.06.1962;     30,63
15.06.1962;     30,58
01.07.1962;     30,48
15.07.1962;     30,52
01.08.1962;     30,42
15.08.1962;     30,41
01.09.1962;     30,36
15.09.1962;     30,32
01.10.1962;     30,25
15.10.1962;     30,20
01.11.1962;     30,14
15.11.1962;     30,07
01.12.1962;     30,00
15.12.1962;     30,04
01.01.1963;     29,97
15.01.1963;     29,94
15.08.1963;     29,67
01.09.1963;     29,63
15.09.1963;     29,60
01.10.1963;     29,57
01.11.1963;     29,44
15.11.1963;     29,42
01.12.1963;     29,49
15.12.1963;     29,57
01.01.1964;     29,57
15.01.1964;     29,54
01.02.1964;     29,51
15.02.1964;     29,52
01.03.1964;     29,56
15.03.1964;     29,57
01.04.1964;     29,57
15.04.1964;     29,59
01.05.1964;     29,66
15.05.1964;     29,69
01.06.1964;     29,72
15.06.1964;     29,78
01.07.1964;     29,64
15.07.1964;     29,57
01.08.1964;     29,49
15.08.1964;     29,50
01.09.1964;     29,49
15.09.1964;     29,45
01.10.1964;     29,41
15.10.1964;     29,37
01.11.1964;     29,33
15.11.1964;     29,31
01.12.1964;     29,27
15.12.1964;     29,26
01.01.1965;     29,26
15.01.1965;     29,27
01.02.1965;     29,34
15.02.1965;     29,48
01.03.1965;     29,52
15.03.1965;     29,55
01.04.1965;     29,58
15.04.1965;     29,64
01.05.1965;     29,72
15.05.1965;     29,89
01.06.1965;     29,98
15.06.1965;     29,97
01.07.1965;     29,89
15.07.1965;     29,80
01.08.1965;     29,76
15.08.1965;     29,76
01.09.1965;     29,72
15.09.1965;     29,68
01.10.1965;     29,61
15.10.1965;     29,61
01.11.1965;     29,57
15.11.1965;     29,55
01.12.1965;     29,61
15.12.1965;     29,67
01.01.1966;     29,87
15.01.1966;     29,94
01.02.1966;     30,01
15.02.1966;     30,10
01.03.1966;     30,18
15.03.1966;     30,36
01.04.1966;     30,41
15.04.1966;     30,42
01.05.1966;     30,45
15.05.1966;     30,45
01.06.1966;     30,34
15.06.1966;     30,18
01.07.1966;     30,13
15.07.1966;     30,09
01.08.1966;     30,06
15.08.1966;     29,99
01.09.1966;     29,93
15.09.1966;     29,90
01.10.1966;     29,87
15.10.1966;     29,82
01.11.1966;     29,78
15.11.1966;     29,77
01.12.1966;     29,73
15.12.1966;     29,75
01.01.1967;     29,91
15.01.1967;     30,07
01.02.1967;     30,14
15.02.1967;     30,32
01.03.1967;     30,37
15.03.1967;     30,44
01.04.1967;     30,46
15.04.1967;     30,47
01.05.1967;     30,42
15.05.1967;     30,32
01.06.1967;     30,25
15.06.1967;     30,22
01.07.1967;     30,15
15.07.1967;     30,08
01.08.1967;     30,00
15.08.1967;     29,98
01.09.1967;     29,89
15.09.1967;     29,83
01.10.1967;     29,84
15.10.1967;     29,75
01.11.1967;     29,72
15.11.1967;     29,67
01.12.1967;     29,65
15.12.1967;     29,71
01.01.1968;     29,81
15.01.1968;     29,90
01.02.1968;     30,03
15.02.1968;     30,13
01.03.1968;     30,14
15.03.1968;     30,14
01.04.1968;     30,14
15.04.1968;     30,16
01.05.1968;     30,06
15.05.1968;     30,00
01.06.1968;     30,15
15.06.1968;     30,11
01.07.1968;     30,01
15.07.1968;     29,90
01.08.1968;     29,82
15.08.1968;     29,75
01.09.1968;     29,68
15.09.1968;     29,65
01.10.1968;     29,64
15.10.1968;     29,64
01.11.1968;     29,73
15.11.1968;     29,80
01.12.1968;     29,95
15.12.1968;     30,02
01.01.1969;     30,03
15.01.1969;     30,03
01.02.1969;     30,04
15.02.1969;     30,06
01.03.1969;     30,13
15.03.1969;     30,15
01.04.1969;     30,17
15.04.1969;     30,38
01.05.1969;     30,49
15.05.1969;     30,55
01.06.1969;     30,46
15.06.1969;     30,37
01.07.1969;     30,33
15.07.1969;     30,25
01.08.1969;     30,16
15.08.1969;     30,02
01.09.1969;     29,93
15.09.1969;     29,90
01.10.1969;     29,84
15.10.1969;     29,78
01.11.1969;     29,70
15.11.1969;     29,66
01.12.1969;     29,62
15.12.1969;     29,62
01.01.1970;     29,60
15.01.1970;     29,58
01.02.1970;     29,55
15.02.1970;     29,52
01.03.1970;     29,53
15.03.1970;     29,74
01.04.1970;     29,95
15.04.1970;     30,40
01.05.1970;     30,61
15.05.1970;     30,66
01.06.1970;     30,60
15.06.1970;     30,43
01.07.1970;     30,34
15.07.1970;     30,15
01.08.1970;     30,16
15.08.1970;     30,06
01.09.1970;     29,96
15.09.1970;     29,90
01.10.1970;     29,81
15.10.1970;     29,76
01.11.1970;     29,79
15.11.1970;     29,73
01.12.1970;     29,76
15.12.1970;     29,78
01.01.1971;     29,79
15.01.1971;     29,75
01.02.1971;     29,71
15.02.1971;     29,73
01.03.1971;     29,73
15.03.1971;     29,76
01.04.1971;     29,75
15.04.1971;     29,74
01.05.1971;     29,74
15.05.1971;     29,70
01.06.1971;     29,64
15.06.1971;     29,61
01.07.1971;     29,73
15.07.1971;     29,55
01.08.1971;     29,51
15.08.1971;     29,46
01.09.1971;     29,43
15.09.1971;     29,38
01.10.1971;     29,40
15.10.1971;     29,30
01.11.1975;     29,14
15.11.1975;     29,12
01.12.1975;     29,08
15.12.1975;     29,05
01.01.1976;     29,03
15.01.1976;     29,04
01.02.1976;     29,25
15.02.1976;     29,41
01.03.1976;     29,45
15.03.1976;     29,47
01.04.1976;     29,49
15.04.1976;     29,51
01.05.1976;     29,50
15.05.1976;     29,45
01.06.1976;     29,39
15.06.1976;     29,32
01.07.1976;     29,27
15.07.1976;     29,20
01.08.1976;     29,18
15.08.1976;     29,16
01.09.1976;     29,15
15.09.1976;     29,17
01.10.1976;     29,00
15.10.1976;     28,98
01.11.1976;     28,97
15.11.1976;     28,95
01.12.1976;     28,91
15.12.1976;     28,92
01.01.1977;     28,87
15.01.1977;     28,86
01.02.1977;     28,86
15.02.1977;     28,94
01.03.1977;     29,00
15.03.1977;     29,08
01.04.1977;     29,18
15.04.1977;     29,19
01.05.1977;     29,30
15.05.1977;     29,34
01.06.1977;     29,33
15.06.1977;     29,39
01.07.1977;     29,32
15.07.1977;     29,26
01.08.1977;     29,26
15.08.1977;     29,22
01.09.1977;     29,24
15.09.1977;     29,31
01.10.1977;     29,33
15.10.1977;     29,34
01.11.1977;     29,26
15.11.1977;     29,30
01.12.1977;     29,27
15.12.1977;     29,29
01.01.1978;     29,31
15.01.1978;     29,36
01.02.1978;     29,41
15.02.1978;     29,46
01.03.1978;     29,46
15.03.1978;     29,53
01.04.1978;     29,54
15.04.1978;     29,55
01.05.1978;     29,55
15.05.1978;     29,47
01.06.1978;     29,43
15.06.1978;     29,35
01.07.1978;     29,33
15.07.1978;     29,29
01.08.1978;     29,27
15.08.1978;     29,25
01.09.1978;     29,25
15.09.1978;     29,22
01.10.1978;     29,24
15.10.1978;     29,27
01.11.1978;     29,32
15.11.1978;     29,33
01.12.1978;     29,32
15.12.1978;     29,30
15.02.1979;     29,30
01.03.1979;     29,62
15.03.1979;     29,89
01.04.1979;     29,89
15.04.1979;     30,14
01.05.1979;     30,17
15.05.1979;     30,17
01.06.1979;     30,05
15.06.1979;     29,99
01.07.1979;     29,92
15.07.1979;     29,82
01.08.1979;     29,80
15.08.1979;     29,71
01.09.1979;     29,66
15.09.1979;     29,61
01.10.1979;     29,56
15.10.1979;     29,48
01.11.1979;     29,44
15.11.1979;     29,40
01.12.1979;     29,38
15.12.1979;     29,39
01.01.1980;     29,44
15.01.1980;     29,47
01.02.1980;     29,49
15.02.1980;     29,54
01.03.1980;     29,64
15.03.1980;     29,70
01.04.1980;     29,67
15.04.1980;     29,71
01.05.1980;     29,78
15.05.1980;     29,79
01.06.1980;     29,77
15.06.1980;     29,74
01.07.1980;     29,72
15.07.1980;     29,74
01.08.1980;     29,68
15.08.1980;     29,68
01.09.1980;     29,62
15.09.1980;     29,59
01.10.1980;     29,57
15.10.1980;     29,52
01.11.1980;     29,48
15.11.1980;     29,46
01.12.1980;     29,46
15.12.1980;     29,45
01.01.1981;     29,49
15.01.1981;     29,49
01.02.1981;     29,59
15.02.1981;     29,61
01.03.1981;     29,56
15.03.1981;     30,01
01.04.1981;     30,37
15.04.1981;     30,44
01.05.1981;     30,37
15.05.1981;     30,40
01.06.1981;     30,25
15.06.1981;     30,18
01.07.1981;     30,16
15.07.1981;     30,08
01.08.1981;     30,04
15.08.1981;     29,97
01.09.1981;     29,88
15.09.1981;     29,84
01.10.1981;     29,79
15.10.1981;     29,76
01.11.1981;     29,75
15.11.1981;     29,86
01.12.1981;     29,92
15.12.1981;     29,97
01.01.1982;     30,05
15.01.1982;     30,09
01.02.1982;     30,14
15.02.1982;     30,17
01.03.1982;     30,20
15.03.1982;     30,27
01.04.1982;     30,29
15.04.1982;     30,27
01.05.1982;     30,26
15.05.1982;     30,19
01.06.1982;     30,09
15.06.1982;     29,97
01.07.1982;     29,91
15.07.1982;     29,91
01.08.1982;     29,91
15.08.1982;     29,67
01.09.1982;     29,61
15.09.1982;     29,54
01.10.1982;     29,46
15.10.1982;     29,40
01.11.1982;     29,39
15.11.1982;     29,37
01.12.1982;     29,37
15.12.1982;     29,34
01.01.1983;     29,27
15.01.1983;     29,29
01.02.1983;     29,33
15.02.1983;     29,34
01.03.1983;     29,32
15.03.1983;     29,30
01.04.1983;     29,31
15.04.1983;     29,35
01.05.1983;     29,41
15.05.1983;     29,51
01.06.1983;     29,64
15.06.1983;     29,68
01.07.1983;     29,72
15.07.1983;     29,72
01.08.1983;     29,46
15.08.1983;     29,32
01.09.1983;     29,28
15.09.1983;     29,23
01.10.1983;     29,20
15.10.1983;     29,17
01.11.1983;     29,14
15.11.1983;     29,08
01.12.1983;     29,06
15.12.1983;     29,04
01.01.1984;     29,04
15.01.1984;     29,05
01.02.1984;     29,09
15.02.1984;     29,26
01.03.1984;     29,46
15.03.1984;     29,42
01.04.1984;     29,40
15.04.1984;     29,54
01.05.1984;     29,55
15.05.1984;     29,54
01.06.1984;     29,45
15.06.1984;     29,46
01.07.1984;     29,48
15.07.1984;     29,46
01.08.1984;     29,45
15.08.1984;     29,40
01.09.1984;     29,29
15.09.1984;     29,24
01.10.1984;     29,22
15.10.1984;     29,19
01.11.1984;     29,15
15.11.1984;     29,11
01.12.1984;     29,09
15.12.1984;     29,07
01.01.1985;     29,06
15.01.1985;     29,06
01.02.1985;     29,08
15.02.1985;     29,09
01.03.1985;     29,34
15.03.1985;     29,32
01.04.1985;     29,36
15.04.1985;     29,41
01.05.1985;     29,46
15.05.1985;     29,45
01.06.1985;     29,40
15.06.1985;     29,41
01.07.1985;     29,36
15.07.1985;     29,26
01.08.1985;     29,22
15.08.1985;     29,19
01.09.1985;     29,12
15.09.1985;     29,11
01.10.1985;     29,08
15.10.1985;     29,10
01.11.1985;     29,03
15.11.1985;     29,01
01.12.1985;     28,99
15.12.1985;     29,00
01.01.1986;     28,99
15.01.1986;     29,00
01.02.1986;     29,01
15.02.1986;     29,21
01.03.1986;     29,25
15.03.1986;     29,27
01.04.1986;     29,28
15.04.1986;     29,29
01.05.1986;     29,34
15.05.1986;     29,37
01.06.1986;     29,41
15.06.1986;     29,46
01.07.1986;     29,52
15.07.1986;     29,50
01.08.1986;     29,42
15.08.1986;     29,34
01.07.1987;     29,60
15.07.1987;     29,58
01.08.1987;     29,51
15.08.1987;     29,45
01.09.1987;     29,39
15.09.1987;     29,36
15.04.1988;     29,89
01.05.1988;     29,94
15.05.1988;     29,88
01.06.1988;     29,74
15.06.1988;     29,69
01.07.1988;     29,65
15.07.1988;     29,59
01.08.1988;     29,56
15.08.1988;     29,48
01.09.1988;     29,45
15.09.1988;     29,50
01.10.1988;     29,36
15.10.1988;     29,35
01.11.1988;     29,32
15.11.1988;     29,30
01.12.1988;     29,33
15.12.1988;     29,30
01.01.1989;     29,17
15.01.1989;     29,17
01.02.1989;     29,16
15.02.1989;     29,14
01.03.1989;     29,13
15.03.1989;     29,16
01.04.1989;     29,15
15.04.1989;     29,15
01.05.1989;     29,17
15.05.1989;     29,12
01.06.1989;     29,07
15.06.1989;     29,08
01.07.1989;     29,06
15.07.1989;     29,02
01.08.1989;     29,00
15.08.1989;     28,95
01.09.1989;     28,94
15.09.1989;     28,91
01.10.1989;     28,90
15.10.1989;     28,87
01.11.1989;     28,85
15.11.1989;     28,82
01.12.1989;     28,81
15.12.1989;     28,80
01.01.1990;     28,82
15.01.1990;     28,84
01.02.1990;     28,85
15.02.1990;     28,87
01.03.1990;     28,90
15.03.1990;     28,94
01.04.1990;     29,00
15.04.1990;     29,07
01.05.1990;     29,06
15.05.1990;     29,02
01.06.1990;     29,01
15.06.1990;     28,95
01.07.1990;     28,94
15.07.1990;     28,95
01.08.1990;     28,96
15.08.1990;     28,92
01.09.1990;     28,90
15.09.1990;     28,90
01.10.1990;     28,79
15.10.1990;     28,97
01.11.1990;     28,82
15.11.1990;     28,79
01.12.1990;     28,77
15.12.1990;     28,73
01.01.1991;     28,76
15.01.1991;     28,87
01.02.1991;     28,97
15.02.1991;     29,08
01.03.1991;     29,05
15.03.1991;     29,13
01.04.1991;     29,15
15.04.1991;     29,16
01.05.1991;     29,19
15.05.1991;     29,21
01.06.1991;     29,26
15.06.1991;     29,24
01.07.1991;     29,20
15.07.1991;     29,17
01.08.1991;     29,15
15.08.1991;     29,08
01.09.1991;     29,01
15.09.1991;     28,96
01.10.1991;     28,96
15.10.1991;     28,90
01.11.1991;     28,88
15.11.1991;     28,84
01.12.1991;     28,82
15.12.1991;     28,79
01.01.1992;     28,78
15.01.1992;     28,76
01.02.1992;     28,75
15.02.1992;     28,76
01.03.1992;     28,79
15.03.1992;     28,84
01.04.1992;     28,91
15.04.1992;     28,97
01.05.1992;     29,04
15.05.1992;     29,09
01.06.1992;     29,14
15.06.1992;     29,17
01.07.1992;     29,15
15.07.1992;     29,11
01.08.1992;     29,08
15.08.1992;     29,01
01.09.1992;     28,97
15.09.1992;     28,93
01.10.1992;     28,91
15.10.1992;     28,90
01.11.1992;     28,88
15.11.1992;     28,84
01.12.1992;     28,84
15.12.1992;     28,82
01.01.1993;     28,83
15.01.1993;     28,91
01.02.1993;     29,02
15.02.1993;     29,07
01.03.1993;     29,13
15.03.1993;     29,18
01.04.1993;     29,21
15.04.1993;     29,24
01.05.1993;     29,27
15.05.1993;     29,28
01.06.1993;     29,28
15.06.1993;     29,24
01.07.1993;     29,21
15.07.1993;     29,27
01.08.1993;     29,27
15.08.1993;     29,27
01.09.1993;     29,24
15.09.1993;     29,25
01.10.1993;     29,24
15.10.1993;     29,18
01.11.1993;     29,18
15.11.1993;     29,17
01.12.1993;     29,14
15.12.1993;     29,13
01.01.1994;     29,11
15.01.1994;     29,11
01.02.1994;     29,23
15.02.1994;     29,32
01.03.1994;     29,66
15.03.1994;     29,79
01.04.1994;     29,79
15.04.1994;     29,82
01.05.1994;     29,93
15.05.1994;     30,03
01.06.1994;     30,03
15.06.1994;     29,93
01.07.1994;     29,83
15.07.1994;     29,75
01.08.1994;     29,70
15.08.1994;     29,63
01.09.1994;     29,56
15.09.1994;     29,53
01.10.1994;     29,58
15.10.1994;     29,70
01.11.1994;     29,68
15.11.1994;     29,64
01.12.1994;     29,62
15.12.1994;     29,64
01.01.1995;     29,74
15.01.1995;     29,78
01.02.1995;     29,82
15.02.1995;     30,04
01.03.1995;     30,15
08.03.1995;     30,20
15.03.1995;     30,24
22.03.1995;     30,24
01.04.1995;     30,26
08.04.1995;     30,27
15.04.1995;     30,28
22.04.1995;     30,30
01.05.1995;     30,21
08.05.1995;     30,30
15.05.1995;     30,27
22.05.1995;     30,20
01.06.1995;     30,12
08.06.1995;     30,10
15.06.1995;     30,07
22.06.1995;     30,03
01.07.1995;     29,99
08.07.1995;     29,96
15.07.1995;     29,93
22.07.1995;     29,90
01.08.1995;     29,85
01.09.1995;     29,66
08.09.1995;     29,64
15.09.1995;     29,62
22.09.1995;     29,58
01.10.1995;     29,55
08.10.1995;     29,54
15.10.1995;     29,53
22.10.1995;     29,50
01.11.1995;     29,48
08.11.1995;     29,46
15.11.1995;     29,45
22.11.1995;     29,43
01.12.1995;     29,41
08.12.1995;     29,39
15.12.1995;     29,38
22.12.1995;     29,37
01.01.1996;     29,34
08.01.1996;     29,32
15.01.1996;     29,32
22.01.1996;     29,30
01.02.1996;     29,28
08.02.1996;     29,28
15.02.1996;     29,27
22.02.1996;     29,26
01.03.1996;     29,26
08.03.1996;     29,25
15.03.1996;     29,25
22.03.1996;     29,24
01.04.1996;     29,23
08.04.1996;     29,24
15.04.1996;     29,22
22.04.1996;     29,21
01.05.1996;     29,21
08.05.1996;     29,21
15.05.1996;     29,20
22.05.1996;     29,19
01.06.1996;     29,18
08.06.1996;     29,18
15.06.1996;     29,18
22.06.1996;     29,17
01.07.1996;     29,17
08.07.1996;     29,15
15.07.1996;     29,15
22.07.1996;     29,12
01.08.1996;     29,12
08.08.1996;     29,11
15.08.1996;     29,11
26.08.1996;     29,10
01.09.1996;     29,08
08.09.1996;     29,07
15.09.1996;     29,07
22.09.1996;     29,06
01.10.1996;     29,06
08.10.1996;     29,02
15.10.1996;     29,00
22.10.1996;     29,00
01.11.1996;     28,99
08.11.1996;     28,97
15.11.1996;     28,96
22.11.1996;     28,95
01.12.1996;     28,94
08.12.1996;     28,93
15.12.1996;     28,93
22.12.1996;     28,92
01.01.1997;     28,92
08.01.1997;     28,92
15.01.1997;     28,92
22.01.1997;     28,90
01.02.1997;     28,89
08.02.1997;     28,89
15.02.1997;     28,88
22.02.1997;     28,87
01.03.1997;     28,88
08.03.1997;     28,87
15.03.1997;     28,86
22.03.1997;     28,86
01.04.1997;     28,87
08.04.1997;     28,87
15.04.1997;     28,88
22.04.1997;     28,88
01.05.1997;     28,89
08.05.1997;     28,90
15.05.1997;     28,89
22.05.1997;     28,94
01.06.1997;     28,90
08.06.1997;     28,92
15.06.1997;     28,92
22.06.1997;     28,93
01.07.1997;     28,92
08.07.1997;     28,93
15.07.1997;     28,91
22.07.1997;     28,92
01.08.1997;     28,87
08.08.1997;     28,85
15.08.1997;     28,85
22.08.1997;     28,87
01.09.1997;     28,83
08.09.1997;     28,83
15.09.1997;     28,83
22.09.1997;     28,83
01.10.1997;     28,86
08.10.1997;     28,79
15.10.1997;     28,78
22.10.1997;     28,77
01.11.1997;     28,80
08.11.1997;     28,79
15.11.1997;     28,77
22.11.1997;     28,75
01.12.1997;     28,74
08.12.1997;     28,74
15.12.1997;     28,76
22.12.1997;     28,75
01.01.1998;     28,74
08.01.1998;     28,74
15.01.1998;     28,75
22.01.1998;     28,79
01.02.1998;     28,85
08.02.1998;     28,87
15.02.1998;     28,89
22.02.1998;     28,92
01.03.1998;     28,92
08.03.1998;     28,93
15.03.1998;     28,97
22.03.1998;     28,96
01.04.1998;     28,98
08.04.1998;     29,00
15.04.1998;     29,01
22.04.1998;     29,03
01.05.1998;     29,03
08.05.1998;     29,05
15.05.1998;     29,05
22.05.1998;     29,05
01.06.1998;     29,05
08.06.1998;     29,04
15.06.1998;     29,05
22.06.1998;     29,03
01.07.1998;     29,01
08.07.1998;     28,99
15.07.1998;     28,97
22.07.1998;     28,95
01.08.1998;     28,91
08.08.1998;     28,89
15.08.1998;     28,88
22.08.1998;     28,86
01.09.1998;     28,84
08.09.1998;     28,82
15.09.1998;     28,81
22.09.1998;     28,79
01.10.1998;     28,77
08.10.1998;     28,76
15.10.1998;     28,76
22.10.1998;     28,75
01.11.1998;     28,75
08.11.1998;     28,79
15.11.1998;     28,84
22.11.1998;     28,92
01.12.1998;     28,99
08.12.1998;     29,01
15.12.1998;     29,05
22.12.1998;     29,06
01.01.1999;     29,09
08.01.1999;     29,09
15.01.1999;     29,16
22.01.1999;     29,16
01.02.1999;     29,17
08.02.1999;     29,20
15.02.1999;     29,21
22.02.1999;     29,23
01.03.1999;     29,24
08.03.1999;     29,29
15.03.1999;     29,34
22.03.1999;     29,42
01.04.1999;     29,51
08.04.1999;     29,56
15.04.1999;     29,58
22.04.1999;     29,59
01.05.1999;     29,59
08.05.1999;     29,60
15.05.1999;     29,59
22.05.1999;     29,57
01.06.1999;     29,54
08.06.1999;     29,52
15.06.1999;     29,53
22.06.1999;     29,51
01.07.1999;     29,46
08.07.1999;     29,41
15.07.1999;     29,41
22.07.1999;     29,36
01.08.1999;     29,32
08.08.1999;     29,31
15.08.1999;     29,28
22.08.1999;     29,27
01.09.1999;     29,23
08.09.1999;     29,19
15.09.1999;     29,19
22.09.1999;     29,18
01.10.1999;     29,14
08.10.1999;     29,14
15.10.1999;     29,16
22.10.1999;     29,11
01.11.1999;     29,19
08.11.1999;     29,16
15.11.1999;     29,12
22.11.1999;     29,05
01.12.1999;     29,05
08.12.1999;     29,03
15.12.1999;     29,03
22.12.1999;     29,01
01.01.2000;     29,01
08.01.2000;     28,99
15.01.2000;     29,00
22.01.2000;     28,99
01.02.2000;     28,98
08.02.2000;     28,98
15.02.2000;     29,01
22.02.2000;     29,04
01.03.2000;     29,10
08.03.2000;     29,13
15.03.2000;     29,15
22.03.2000;     29,20
01.04.2000;     29,24
08.04.2000;     29,28
15.04.2000;     29,33
22.04.2000;     29,33
01.05.2000;     29,34
08.05.2000;     29,34
15.05.2000;     29,34
22.05.2000;     29,31
01.06.2000;     29,26
08.06.2000;     29,24
15.06.2000;     29,21
22.06.2000;     29,17
01.07.2000;     29,14
08.07.2000;     29,12
15.07.2000;     29,09
22.07.2000;     29,07
01.08.2000;     29,06
08.08.2000;     29,03
15.08.2000;     29,02
22.08.2000;     29,01
01.09.2000;     28,99
08.09.2000;     28,98
15.09.2000;     28,97
22.09.2000;     28,97
01.10.2000;     28,97
08.10.2000;     28,95
15.10.2000;     28,92
22.10.2000;     28,95
01.11.2000;     28,92
08.11.2000;     28,93
15.11.2000;     28,92
22.11.2000;     28,90
01.12.2000;     28,90
08.12.2000;     28,92
15.12.2000;     28,89
22.12.2000;     28,87
01.01.2001;     28,87
08.01.2001;     28,86
15.01.2001;     28,86
22.01.2001;     28,86
01.02.2001;     28,85
08.02.2001;     28,85
15.02.2001;     28,86
22.02.2001;     28,86
01.03.2001;     28,94
08.03.2001;     28,97
15.03.2001;     28,99
22.03.2001;     29,01
01.04.2001;     29,05
08.04.2001;     29,09
15.04.2001;     29,11
22.04.2001;     29,13
01.05.2001;     29,15
08.05.2001;     29,17
15.05.2001;     29,16
22.05.2001;     29,16
01.06.2001;     29,17
08.06.2001;     29,16
15.06.2001;     29,15
22.06.2001;     29,13
01.07.2001;     29,14
08.07.2001;     29,15
15.07.2001;     29,09
22.07.2001;     29,03
01.08.2001;     29,02
08.08.2001;     29,00
15.08.2001;     28,99
22.08.2001;     28,98
01.09.2001;     28,97
08.09.2001;     28,96
15.09.2001;     28,95
22.09.2001;     28,94
01.10.2001;     28,92
08.10.2001;     28,97
15.10.2001;     29,01
22.10.2001;     29,00
01.11.2001;     28,99
08.11.2001;     29,05
15.11.2001;     29,11
22.11.2001;     29,11
01.12.2001;     29,12
08.12.2001;     29,11
15.12.2001;     29,12
22.12.2001;     29,13
01.01.2002;     29,13
08.01.2002;     29,14
15.01.2002;     29,15
22.01.2002;     29,18
01.02.2002;     29,22
08.02.2002;     29,25
15.02.2002;     29,30
22.02.2002;     29,34
01.03.2002;     29,37
08.03.2002;     29,41
15.03.2002;     29,43
22.03.2002;     29,55
