Messstelle 3241 9851, Grundwasserstand in m über NHN16
 
01.10.2020;     26,97
08.10.2020;     27,00
15.10.2020;     27,04
22.10.2020;     27,07
01.11.2020;     27,18
08.11.2020;     27,30
15.11.2020;     27,33
22.11.2020;     27,35
01.12.2020;     27,36
08.12.2020;     27,36
15.12.2020;     27,36
22.12.2020;     27,39
01.01.2021;     27,46
08.01.2021;     27,51
15.01.2021;     27,54
22.01.2021;     27,66
01.02.2021;     27,61
08.02.2021;     27,72
15.02.2021;     27,57
22.02.2021;     27,73
01.03.2021;     27,66
08.03.2021;     27,57
16.03.2021;     27,73
22.03.2021;     27,59
01.04.2021;     27,51
08.04.2021;     27,46
15.04.2021;     27,45
22.04.2021;     27,42
01.05.2021;     27,37
08.05.2021;     27,44
15.05.2021;     27,64
22.05.2021;     27,49
01.06.2021;     27,38
08.06.2021;     27,29
15.06.2021;     27,23
22.06.2021;     27,17
01.07.2021;     27,35
08.07.2021;     27,33
15.07.2021;     27,37
22.07.2021;     27,35
01.08.2021;     27,17
08.08.2021;     27,12
15.08.2021;     27,08
22.08.2021;     27,07
01.09.2021;     27,16
08.09.2021;     27,18
15.09.2021;     27,22
22.09.2021;     27,22
01.10.2021;     27,20
08.10.2021;     27,27
15.10.2021;     27,28
22.10.2021;     27,29
01.11.2021;     27,28
08.11.2021;     27,47
15.11.2021;     27,45
22.11.2021;     27,45
01.12.2021;     27,51
08.12.2021;     27,51
15.12.2021;     27,51
22.12.2021;     27,47
01.01.2022;     27,64
08.01.2022;     27,73
14.01.2022;     27,65
22.01.2022;     27,65
01.02.2022;     27,62
08.02.2022;     27,74
15.02.2022;     27,65
22.02.2022;     27,82
01.03.2022;     27,69
08.03.2022;     27,58
15.03.2022;     27,50
22.03.2022;     27,45
01.04.2022;     27,39
08.04.2022;     27,49
15.04.2022;     27,45
22.04.2022;     27,37
